env,condition,trailing50_mean,trailing50_std,auc_mean,auc_std
Acrobot-v1,tuned,-103.16000000000001,3.8429676032982645,-139.62416666666664,7.915908560192788
Acrobot-v1,zero_shot,-300.11333333333334,88.38332271041484,-301.25,11.350853216829137
MountainCar-v0,tuned,-121.89333333333333,1.1839481970649461,-139.47666666666666,0.847578659083245
MountainCar-v0,zero_shot,-168.14,22.808454572811378,-172.85,2.2425041805980883
