episode,baseline_mean,baseline_ma,improved_mean,improved_ma
126,25.6,23.98333333333333,136.26666666666668,93.582
127,26.466666666666665,24.13,147.2,95.49266666666666
128,23.6,24.197333333333333,151.76666666666668,97.52066666666667
129,26.633333333333333,24.307333333333332,159.03333333333333,99.47
130,26.533333333333335,24.425333333333334,161.7,101.61866666666667
131,26.733333333333334,24.524,146.43333333333334,103.17599999999999
132,26.833333333333332,24.635999999999996,175.13333333333333,105.25
133,27.266666666666666,24.74733333333333,170.96666666666667,107.264
134,26.766666666666666,24.823999999999998,175.46666666666667,109.09466666666664
135,27.033333333333335,24.976666666666667,167.73333333333332,111.05666666666666
136,27.533333333333335,25.073999999999998,174.53333333333333,113.17666666666668
137,27.466666666666665,25.21,195.46666666666667,115.79866666666666
138,27.033333333333335,25.296,208.3,118.76666666666667
139,27.433333333333334,25.377333333333336,181.7,121.23133333333334
140,27.0,25.514,205.3,124.23733333333334
141,23.766666666666666,25.509333333333334,197.93333333333334,126.85600000000001
142,27.333333333333332,25.58733333333333,202.13333333333333,129.21666666666667
143,25.333333333333332,25.619333333333334,209.5,131.90666666666667
144,26.433333333333334,25.664666666666665,186.56666666666666,134.09866666666667
145,26.333333333333332,25.721333333333337,206.5,136.63733333333332
146,25.8,25.75333333333333,193.1,138.904
147,26.0,25.796,239.13333333333333,142.07933333333335
148,27.2,25.87,252.76666666666668,145.50533333333334
149,26.166666666666668,25.897333333333336,215.96666666666667,148.5033333333333
150,26.533333333333335,25.936666666666664,201.46666666666667,150.99866666666665
151,26.933333333333334,25.96,229.26666666666668,153.8553333333333
152,26.533333333333335,26.00133333333333,246.46666666666667,157.1473333333333
153,26.333333333333332,26.029999999999994,259.73333333333335,160.77999999999997
154,26.6,26.09533333333333,225.13333333333333,163.61266666666666
155,26.266666666666666,26.11466666666666,246.16666666666666,166.17866666666666
156,25.8,26.13733333333333,242.36666666666667,168.41333333333333
157,25.6,26.14933333333333,225.56666666666666,170.52666666666667
158,26.0,26.17,225.93333333333334,172.976
159,25.6,26.18733333333333,227.76666666666668,175.88066666666666
160,26.266666666666666,26.214666666666666,245.76666666666668,178.55466666666663
161,25.533333333333335,26.22666666666667,256.1,181.382
162,25.833333333333332,26.234,245.3,184.40266666666668
163,25.433333333333334,26.23266666666667,264.6,187.29600000000002
164,25.733333333333334,26.23266666666667,274.06666666666666,190.33133333333336
165,26.1,26.228666666666662,253.76666666666668,193.0066666666667
166,26.633333333333333,26.24266666666667,260.8333333333333,195.30133333333336
167,26.4,26.24933333333334,278.1,198.20600000000002
168,25.533333333333335,26.237333333333336,270.43333333333334,200.82933333333335
169,26.666666666666668,26.246,275.3,203.87133333333333
170,26.6,26.260000000000005,272.76666666666665,206.8313333333333
171,26.166666666666668,26.266666666666666,264.6333333333333,209.1833333333333
172,27.033333333333335,26.284000000000002,249.83333333333334,211.70666666666665
173,26.966666666666665,26.299333333333333,282.4,214.79933333333335
174,28.466666666666665,26.345333333333336,285.3333333333333,217.81800000000004
175,27.933333333333334,26.396000000000004,254.86666666666667,220.49133333333336
176,29.133333333333333,26.46666666666667,262.5,223.016
177,28.7,26.511333333333337,298.73333333333335,226.04666666666668
178,28.8,26.615333333333332,267.6666666666667,228.36466666666664
179,28.1,26.644666666666666,304.6333333333333,231.27666666666664
180,27.433333333333334,26.662666666666663,279.3,233.62866666666665
181,28.166666666666668,26.691333333333336,275.56666666666666,236.21133333333336
182,29.166666666666668,26.738000000000003,286.6,238.4406666666667
183,29.4,26.780666666666672,308.8666666666667,241.1986666666667
184,29.6,26.837333333333337,301.6666666666667,243.72266666666667
185,28.766666666666666,26.872,289.06666666666666,246.14933333333335
186,30.066666666666666,26.922666666666665,278.6333333333333,248.23133333333334
187,30.633333333333333,26.986,318.8,250.69799999999998
188,29.433333333333334,27.034000000000002,294.3666666666667,252.4193333333333
189,29.9,27.08333333333334,304.26666666666665,254.87066666666666
190,31.9,27.18133333333334,317.5,257.11466666666666
191,30.966666666666665,27.325333333333333,325.23333333333335,259.66066666666666
192,29.2,27.36266666666667,321.8666666666667,262.05533333333335
193,29.833333333333332,27.452666666666666,323.03333333333336,264.32599999999996
194,28.533333333333335,27.494666666666667,333.03333333333336,267.25533333333334
195,28.166666666666668,27.531333333333333,342.6666666666667,269.97866666666664
196,28.933333333333334,27.594,304.0,272.19666666666666
197,29.633333333333333,27.66666666666667,287.26666666666665,273.15933333333334
198,30.566666666666666,27.734,280.1333333333333,273.7066666666667
199,30.233333333333334,27.81533333333333,290.7,275.20133333333337
200,30.2,27.88866666666667,320.7,277.586
201,30.366666666666667,27.95733333333333,327.6,279.5526666666667
202,29.3,28.012666666666664,326.2,281.14733333333334
203,28.733333333333334,28.060666666666666,330.1666666666667,282.556
204,28.733333333333334,28.103333333333335,338.0,284.81333333333333
205,28.866666666666667,28.155333333333328,342.8,286.746
206,30.0,28.23933333333333,329.76666666666665,288.49399999999997
207,29.933333333333334,28.326,335.8333333333333,290.69933333333336
208,29.966666666666665,28.40533333333334,315.5,292.4906666666667
209,31.8,28.52933333333333,315.2,294.2393333333333
210,33.56666666666667,28.675333333333334,313.6666666666667,295.5973333333333
211,32.7,28.81866666666666,337.1666666666667,297.21866666666665
212,30.933333333333334,28.92066666666667,321.46666666666664,298.742
213,32.6,29.063999999999997,332.1333333333333,300.0926666666667
214,31.533333333333335,29.18,293.8666666666667,300.4886666666667
215,32.733333333333334,29.31266666666667,328.1333333333333,301.976
216,32.13333333333333,29.422666666666668,327.6,303.3113333333333
217,31.2,29.518666666666668,330.6333333333333,304.362
218,33.266666666666666,29.673333333333332,320.8333333333333,305.37000000000006
219,32.36666666666667,29.787333333333333,333.8333333333333,306.5406666666667
220,35.86666666666667,29.972666666666665,340.6333333333333,307.898
221,36.166666666666664,30.172666666666665,342.73333333333335,309.46000000000004
222,37.03333333333333,30.372666666666667,354.23333333333335,311.548
223,38.0,30.59333333333333,357.3333333333333,313.0466666666667
224,38.766666666666666,30.79933333333333,326.9,313.87800000000004
225,36.233333333333334,30.96533333333333,345.73333333333335,315.69533333333334
226,38.233333333333334,31.147333333333336,350.96666666666664,317.4646666666667
227,36.7,31.307333333333336,350.3333333333333,318.49666666666667
228,38.3,31.49733333333333,353.8666666666667,320.2206666666667
229,39.63333333333333,31.728,352.43333333333334,321.1766666666666
230,39.43333333333333,31.968000000000007,346.1333333333333,322.5133333333333
231,41.1,32.22666666666667,351.3666666666667,324.02933333333334
232,42.5,32.49333333333333,343.23333333333335,325.16200000000003
233,41.7,32.73933333333334,367.93333333333334,326.3433333333333
234,38.03333333333333,32.908,368.6,327.68199999999996
235,44.93333333333333,33.23133333333333,327.96666666666664,328.46
236,43.4,33.498000000000005,360.6333333333333,330.1
237,42.03333333333333,33.726000000000006,364.43333333333334,331.0126666666667
238,68.33333333333333,34.504,377.5,332.67533333333324
239,52.266666666666666,34.95133333333333,350.1333333333333,333.5926666666667
240,52.86666666666667,35.370666666666665,373.8666666666667,334.72
241,52.3,35.797333333333334,361.8666666666667,335.45266666666663
242,51.36666666666667,36.24066666666666,325.3333333333333,335.522
243,48.3,36.61,377.76666666666665,336.6166666666666
244,59.266666666666666,37.224666666666664,331.3666666666667,336.58333333333326
245,47.86666666666667,37.61866666666666,346.53333333333336,336.66066666666666
246,52.8,38.096,370.73333333333335,337.99533333333335
247,40.233333333333334,38.308,365.2,339.55400000000003
248,43.86666666666667,38.574,344.2,340.8353333333334
249,54.9,39.06733333333333,345.53333333333336,341.932
250,58.3,39.629333333333335,361.23333333333335,342.7426666666667
251,70.26666666666667,40.42733333333334,362.73333333333335,343.4453333333334
252,72.43333333333334,41.29,349.56666666666666,343.9126666666667
253,76.96666666666667,42.254666666666665,348.56666666666666,344.28066666666666
254,67.03333333333333,43.02066666666666,378.8666666666667,345.09799999999996
255,60.3,43.64933333333333,384.26666666666665,345.9273333333333
256,62.93333333333333,44.308000000000014,391.3666666666667,347.1593333333333
257,71.43333333333334,45.138000000000005,385.5,348.1526666666666
258,67.33333333333333,45.885333333333335,376.3,349.3686666666666
259,66.83333333333333,46.586000000000006,366.96666666666664,350.404
260,73.8,47.390666666666675,353.0,351.19066666666663
261,75.3,48.242666666666665,380.06666666666666,352.0486666666667
262,75.4,49.132,386.5,353.34933333333333
263,70.56666666666666,49.891333333333336,364.7,354.00066666666675
264,83.16666666666667,50.924,359.56666666666666,355.31466666666665
265,83.93333333333334,51.94799999999999,382.8666666666667,356.4093333333333
266,75.63333333333334,52.81799999999999,390.3,357.6633333333333
267,103.0,54.254,400.7,359.06466666666665
268,89.1,55.370666666666665,389.6,360.43999999999994
269,101.6,56.755333333333326,368.1666666666667,361.12666666666667
270,95.9,57.956,386.0,362.034
271,107.16666666666667,59.376000000000005,375.6333333333333,362.69200000000006
272,110.83333333333333,60.852,368.43333333333334,362.97600000000006
273,84.6,61.784,381.46666666666664,363.45866666666666
274,97.0,62.94866666666666,382.3666666666667,364.568
275,118.26666666666667,64.58933333333333,378.96666666666664,365.2326666666667
276,102.13333333333334,65.86733333333333,374.6333333333333,365.7060000000001
277,107.33333333333333,67.27999999999999,376.53333333333336,366.23
278,112.96666666666667,68.77333333333334,392.46666666666664,367.00199999999995
279,97.03333333333333,69.92133333333334,416.76666666666665,368.2886666666667
280,137.43333333333334,71.88133333333334,382.9,369.024
281,116.93333333333334,73.39800000000001,416.6333333333333,370.3293333333334
282,120.4,74.956,409.76666666666665,371.66
283,138.0,76.882,415.1666666666667,372.60466666666673
284,123.36666666666666,78.58866666666667,400.46666666666664,373.242
285,151.03333333333333,80.71066666666667,392.8666666666667,374.54
286,129.13333333333333,82.42533333333333,401.3333333333333,375.3539999999999
287,140.43333333333334,84.39333333333335,399.2,376.0493333333333
288,135.86666666666667,85.74400000000001,410.7,376.71333333333337
289,129.46666666666667,87.288,413.6,377.9826666666667
290,124.43333333333334,88.71933333333332,403.9,378.58333333333326
291,146.63333333333333,90.60600000000001,413.56666666666666,379.61733333333336
292,158.0,92.73866666666667,417.96666666666664,381.47
293,156.46666666666667,94.90199999999999,388.2,381.6786666666667
294,149.13333333333333,96.69933333333333,399.46666666666664,383.04066666666665
295,137.9,98.5,422.1,384.55199999999996
296,154.63333333333333,100.53666666666666,434.8666666666667,385.8346666666666
297,128.9,102.31,399.6333333333333,386.5233333333333
298,151.06666666666666,104.454,388.0,387.39933333333335
299,144.83333333333334,106.25266666666667,407.96666666666664,388.648
300,161.86666666666667,108.324,400.23333333333335,389.42799999999994
301,179.93333333333334,110.51733333333334,389.56666666666666,389.9646666666667
302,162.83333333333334,112.32533333333333,399.93333333333334,390.972
303,173.76666666666668,114.26133333333333,396.5,391.93066666666664
304,155.76666666666668,116.03599999999999,399.8333333333333,392.3499999999999
305,170.8,118.24600000000001,406.96666666666664,392.80400000000003
306,167.2,120.33133333333333,435.76666666666665,393.69200000000006
307,178.86666666666667,122.48,391.53333333333336,393.8126666666667
308,181.26666666666668,124.75866666666667,395.3333333333333,394.1933333333334
309,162.13333333333333,126.66466666666668,406.43333333333334,394.9826666666667
310,179.76666666666668,128.784,406.3,396.0486666666667
311,186.4,131.00599999999997,413.9,396.7253333333333
312,163.8,132.774,415.1333333333333,397.2980000000001
313,176.73333333333332,134.89733333333336,412.73333333333335,398.25866666666667
314,173.73333333333332,136.7086666666667,401.26666666666665,399.0926666666666
315,182.76666666666668,138.68533333333332,401.8333333333333,399.472
316,185.33333333333334,140.87933333333334,419.8,400.06199999999995
317,200.06666666666666,142.82066666666665,431.5,400.67799999999994
318,194.16666666666666,144.922,424.4,401.374
319,177.16666666666666,146.43333333333334,406.6666666666667,402.14400000000006
320,187.7,148.26933333333335,412.8666666666667,402.6813333333333
321,199.7,150.12,376.26666666666665,402.69399999999996
322,220.23333333333332,152.30800000000002,403.06666666666666,403.38666666666666
323,207.7,154.77,420.4,404.1653333333334
324,216.06666666666666,157.15133333333333,416.1666666666667,404.8413333333334
325,189.6,158.578,407.1333333333333,405.40466666666674
326,196.56666666666666,160.46666666666667,406.53333333333336,406.0426666666667
327,185.8,162.036,431.0,407.13199999999995
328,184.33333333333334,163.4633333333333,408.93333333333334,407.4613333333333
329,209.96666666666667,165.72199999999998,415.8333333333333,407.4426666666667
330,199.7,166.96733333333333,409.4,407.9726666666667
331,202.6,168.6806666666667,423.26666666666665,408.1053333333333
332,189.3,170.05866666666665,399.93333333333334,407.9086666666666
333,215.86666666666667,171.61599999999999,413.4,407.87333333333333
334,200.23333333333332,173.1533333333333,402.8,407.92
335,212.66666666666666,174.386,382.56666666666666,407.714
336,213.9,176.0813333333333,398.03333333333336,407.648
337,220.23333333333332,177.6773333333333,426.1333333333333,408.18666666666667
338,208.63333333333333,179.13266666666667,410.23333333333335,408.17733333333337
339,215.53333333333333,180.85399999999998,422.73333333333335,408.36
340,228.03333333333333,182.926,416.73333333333335,408.61666666666673
341,221.43333333333334,184.42199999999997,409.43333333333334,408.534
342,226.66666666666666,185.79533333333333,411.7,408.40866666666676
343,232.93333333333334,187.32466666666664,437.56666666666666,409.39599999999996
344,218.33333333333334,188.7086666666667,429.56666666666666,409.99799999999993
345,232.03333333333333,190.59133333333335,433.4,410.224
346,214.8,191.79466666666667,415.06666666666666,409.82800000000003
347,222.3,193.66266666666664,425.1,410.3373333333333
348,212.46666666666667,194.89066666666665,407.53333333333336,410.72799999999995
349,239.66666666666666,196.78733333333332,409.1,410.75066666666663
350,221.4,197.97799999999995,403.26666666666665,410.8113333333333
351,192.2,198.22333333333333,423.43333333333334,411.4886666666667
352,215.8,199.28266666666667,437.93333333333334,412.2486666666667
353,217.63333333333333,200.16,444.73333333333335,413.21333333333337
354,216.2,201.36866666666668,438.43333333333334,413.9853333333333
355,224.63333333333333,202.44533333333337,427.96666666666664,414.4053333333334
356,222.46666666666667,203.5506666666667,399.8,413.686
357,209.26666666666668,204.15866666666668,447.3,414.80133333333333
358,240.93333333333334,205.352,441.6666666666667,415.728
359,229.3,206.69533333333328,423.93333333333334,416.0780000000001
360,227.43333333333334,207.64866666666666,434.1333333333333,416.63466666666676
361,222.5,208.37066666666666,418.93333333333334,416.7353333333334
362,227.6,209.64666666666668,406.9,416.57066666666674
363,227.83333333333334,210.6686666666667,411.6,416.548
364,227.33333333333334,211.74066666666667,433.6,417.1946666666666
365,219.13333333333333,212.46800000000002,430.2,417.76199999999994
366,229.86666666666667,213.3586666666667,417.03333333333336,417.70666666666665
367,214.23333333333332,213.642,433.96666666666664,417.756
368,235.93333333333334,214.4773333333333,434.53333333333336,417.95866666666666
369,229.96666666666667,215.53333333333333,435.8,418.54133333333334
370,243.03333333333333,216.64,428.8333333333333,418.86066666666665
371,232.96666666666667,217.30533333333332,416.8333333333333,419.67199999999997
372,228.63333333333333,217.47333333333333,426.23333333333335,420.1353333333334
373,238.2,218.08333333333331,424.1666666666667,420.2106666666667
374,249.46666666666667,218.75133333333338,405.93333333333334,420.0060000000001
375,225.0,219.45933333333335,420.4,420.27133333333336
376,212.0,219.76800000000003,436.03333333333336,420.86133333333333
377,226.76666666666668,220.5873333333333,406.26666666666665,420.3666666666666
378,224.3,221.38666666666666,411.5,420.41799999999995
379,227.63333333333333,221.73999999999995,409.3,420.2873333333333
380,231.76666666666668,222.38133333333334,413.3,420.36533333333324
381,234.66666666666666,223.02266666666665,431.3333333333333,420.5266666666666
382,251.86666666666667,224.274,432.73333333333335,421.18266666666665
383,235.4,224.66466666666665,414.6333333333333,421.2073333333334
384,254.56666666666666,225.75133333333335,422.5,421.6013333333334
385,242.7,226.352,411.26666666666665,422.17533333333336
386,232.03333333333333,226.71466666666666,418.8666666666667,422.592
387,229.43333333333334,226.89866666666666,429.2,422.6533333333333
388,252.13333333333333,227.76866666666666,429.8,423.04466666666667
389,244.93333333333334,228.35666666666665,445.6333333333333,423.5026666666667
390,229.06666666666666,228.37733333333333,425.5,423.67800000000005
391,241.23333333333332,228.7733333333334,427.3,424.0353333333333
392,232.13333333333333,228.88266666666667,425.3666666666667,424.3086666666666
393,234.23333333333332,228.90866666666668,420.7,423.9713333333333
394,229.7,229.13600000000005,392.96666666666664,423.2393333333333
395,250.5,229.50533333333337,410.23333333333335,422.776
396,233.6,229.88133333333334,439.3666666666667,423.26199999999994
397,241.8,230.27133333333336,443.06666666666666,423.62133333333327
398,239.8,230.81799999999998,428.73333333333335,424.0453333333333
399,236.46666666666667,230.75400000000002,462.8,425.1193333333333
400,240.2,231.13,451.53333333333336,426.0846666666666
401,247.16666666666666,232.22933333333333,443.3666666666667,426.4833333333333
402,226.0,232.4333333333333,405.96666666666664,425.844
403,239.26666666666668,232.86599999999999,452.96666666666664,426.00866666666667
404,248.5,233.51199999999997,429.5,425.83
405,247.6,233.97133333333335,422.26666666666665,425.716
406,243.43333333333334,234.39066666666665,415.8666666666667,426.0373333333334
407,260.43333333333334,235.414,410.1,425.29333333333335
408,241.26666666666668,235.42066666666662,434.6,425.152
409,255.36666666666667,235.942,430.8666666666667,425.2906666666666
410,244.7,236.28733333333332,410.93333333333334,424.82666666666665
411,251.23333333333332,236.86200000000005,427.93333333333334,425.0066666666667
412,264.3,237.59599999999998,419.23333333333335,425.25333333333333
413,239.0,237.81933333333333,385.5,424.7313333333334
414,272.06666666666666,238.71400000000003,436.3,424.7853333333333
415,238.66666666666666,239.10466666666667,421.9,424.6193333333333
416,249.6,239.49933333333334,427.56666666666666,424.83
417,271.0,240.63466666666667,430.5,424.7606666666667
418,237.93333333333334,240.67466666666664,407.4,424.218
419,259.3333333333333,241.26199999999997,432.43333333333334,424.15066666666667
420,261.73333333333335,241.63600000000002,417.6666666666667,423.92733333333337
421,254.53333333333333,242.0673333333333,427.06666666666666,424.13200000000006
422,282.6333333333333,243.14733333333334,412.26666666666665,423.8526666666666
423,249.43333333333334,243.37199999999996,414.5,423.65933333333334
424,266.8333333333333,243.71933333333334,422.23333333333335,423.9853333333333
425,269.8333333333333,244.616,433.23333333333335,424.242
426,261.26666666666665,245.60133333333334,419.1,423.90333333333336
427,246.86666666666667,246.00333333333333,413.56666666666666,424.0493333333333
428,254.83333333333334,246.614,425.23333333333335,424.324
429,257.96666666666664,247.2206666666667,428.3666666666667,424.70533333333333
430,255.83333333333334,247.702,411.56666666666666,424.6706666666666
431,261.26666666666665,248.23399999999998,427.3333333333333,424.59066666666666
432,260.2,248.40066666666667,435.03333333333336,424.63666666666666
433,249.26666666666668,248.678,425.4,424.852
434,268.5,248.95666666666665,426.6333333333333,424.93466666666666
435,244.53333333333333,248.99333333333328,428.1333333333333,425.27200000000005
436,249.73333333333332,249.3473333333333,429.26666666666665,425.48
437,253.13333333333333,249.8213333333333,407.6666666666667,425.0493333333333
438,251.33333333333334,249.80533333333332,422.06666666666666,424.8946666666667
439,251.8,249.94266666666667,386.8333333333333,423.7186666666666
440,266.3666666666667,250.68866666666665,393.03333333333336,423.06933333333325
441,266.73333333333335,251.19866666666664,434.1333333333333,423.2060000000001
442,253.2,251.62,413.8666666666667,422.976
443,256.4,252.06333333333333,416.6333333333333,422.8946666666666
444,279.46666666666664,253.05866666666665,407.0,423.17533333333336
445,270.3333333333333,253.45533333333336,411.43333333333334,423.19933333333336
446,257.23333333333335,253.928,427.5,422.96200000000005
447,261.0,254.312,410.53333333333336,422.3113333333333
448,270.8666666666667,254.9333333333333,398.1666666666667,421.70000000000005
449,252.0,255.24399999999997,400.96666666666664,420.46333333333337
450,253.63333333333333,255.51266666666666,440.5,420.2426666666667
451,270.03333333333336,255.97,432.7,420.02933333333334
452,251.4,256.478,435.3666666666667,420.6173333333333
453,260.3,256.89866666666666,447.06666666666666,420.49933333333325
454,261.6666666666667,257.162,440.3,420.7153333333333
455,253.1,257.272,424.3,420.756
456,259.5,257.59333333333336,435.43333333333334,421.1473333333333
457,254.9,257.48266666666666,411.73333333333335,421.18
458,266.76666666666665,257.99266666666665,428.43333333333334,421.0566666666666
459,262.73333333333335,258.14,421.73333333333335,420.874
460,274.5,258.736,438.1666666666667,421.4186666666667
461,267.1333333333333,259.05400000000003,428.8333333333333,421.43666666666667
462,260.3,258.974,430.0,421.652
463,271.2,259.61800000000005,424.8,422.43799999999993
