step,baseline__seed0,baseline__seed1,baseline__seed2,gaussian_only__seed0,gaussian_only__seed1,gaussian_only__seed2,gaussian_eligibility__seed0,gaussian_eligibility__seed1,gaussian_eligibility__seed2,full_gta__seed0,full_gta__seed1,full_gta__seed2
259,13.0,14.0,113.0,17.0,34.0,167.0,216.0,259.0,182.0,500.0,332.0,241.0
260,14.0,11.0,108.0,21.0,30.0,170.0,227.0,218.0,171.0,500.0,396.0,227.0
261,12.0,11.0,127.0,19.0,68.0,194.0,15.0,206.0,193.0,500.0,482.0,292.0
262,11.0,22.0,120.0,15.0,255.0,189.0,237.0,291.0,199.0,500.0,409.0,282.0
263,24.0,19.0,114.0,37.0,162.0,191.0,268.0,268.0,205.0,415.0,500.0,251.0
264,21.0,13.0,111.0,33.0,34.0,171.0,91.0,215.0,191.0,500.0,500.0,243.0
265,13.0,10.0,113.0,17.0,35.0,192.0,277.0,240.0,192.0,500.0,500.0,274.0
266,13.0,12.0,108.0,17.0,151.0,179.0,231.0,282.0,166.0,500.0,500.0,286.0
267,13.0,11.0,119.0,21.0,41.0,184.0,97.0,269.0,180.0,500.0,500.0,298.0
268,11.0,20.0,119.0,15.0,241.0,172.0,241.0,220.0,185.0,500.0,500.0,270.0
269,16.0,17.0,112.0,27.0,129.0,166.0,256.0,231.0,174.0,500.0,416.0,260.0
270,11.0,15.0,114.0,25.0,174.0,190.0,129.0,232.0,195.0,351.0,406.0,258.0
271,15.0,13.0,110.0,35.0,65.0,152.0,12.0,263.0,190.0,399.0,500.0,231.0
272,13.0,13.0,114.0,21.0,32.0,185.0,11.0,207.0,208.0,407.0,500.0,267.0
273,13.0,15.0,118.0,29.0,193.0,196.0,309.0,234.0,217.0,377.0,500.0,332.0
274,21.0,21.0,118.0,23.0,72.0,178.0,334.0,338.0,219.0,440.0,500.0,293.0
275,23.0,18.0,120.0,33.0,34.0,206.0,299.0,300.0,233.0,500.0,500.0,270.0
276,21.0,32.0,120.0,28.0,238.0,198.0,314.0,318.0,155.0,500.0,500.0,300.0
277,19.0,21.0,121.0,33.0,97.0,190.0,272.0,277.0,257.0,500.0,406.0,500.0
278,21.0,23.0,106.0,50.0,156.0,173.0,217.0,241.0,211.0,500.0,430.0,327.0
279,20.0,13.0,112.0,40.0,22.0,181.0,17.0,500.0,210.0,500.0,500.0,16.0
280,16.0,21.0,113.0,20.0,156.0,174.0,222.0,493.0,214.0,500.0,500.0,381.0
281,19.0,13.0,121.0,33.0,175.0,210.0,257.0,500.0,209.0,500.0,375.0,500.0
282,17.0,19.0,113.0,19.0,151.0,209.0,238.0,328.0,177.0,500.0,327.0,500.0
283,17.0,13.0,114.0,45.0,129.0,208.0,142.0,347.0,209.0,500.0,500.0,500.0
284,20.0,11.0,122.0,38.0,189.0,210.0,290.0,329.0,208.0,500.0,10.0,500.0
285,15.0,26.0,120.0,34.0,25.0,204.0,258.0,306.0,198.0,500.0,500.0,500.0
286,23.0,23.0,110.0,29.0,178.0,178.0,249.0,284.0,194.0,500.0,500.0,500.0
287,22.0,13.0,123.0,40.0,140.0,242.0,112.0,267.0,227.0,363.0,500.0,500.0
288,15.0,23.0,120.0,30.0,164.0,215.0,254.0,343.0,210.0,366.0,500.0,500.0
289,25.0,19.0,115.0,228.0,171.0,190.0,188.0,311.0,228.0,391.0,500.0,500.0
290,27.0,13.0,109.0,153.0,150.0,199.0,297.0,266.0,191.0,500.0,500.0,500.0
291,23.0,16.0,111.0,159.0,110.0,230.0,266.0,230.0,206.0,500.0,500.0,500.0
292,19.0,19.0,114.0,177.0,195.0,219.0,238.0,263.0,188.0,500.0,500.0,500.0
293,26.0,15.0,111.0,87.0,162.0,176.0,232.0,285.0,223.0,500.0,500.0,500.0
294,31.0,13.0,120.0,71.0,142.0,226.0,207.0,304.0,315.0,500.0,500.0,17.0
295,15.0,31.0,122.0,22.0,195.0,200.0,11.0,346.0,237.0,500.0,500.0,500.0
296,29.0,31.0,112.0,184.0,145.0,193.0,270.0,494.0,224.0,500.0,500.0,432.0
297,32.0,24.0,121.0,48.0,140.0,231.0,206.0,407.0,251.0,500.0,500.0,284.0
298,25.0,29.0,116.0,98.0,211.0,184.0,256.0,500.0,231.0,500.0,500.0,303.0
299,29.0,25.0,117.0,94.0,174.0,226.0,284.0,408.0,211.0,500.0,500.0,269.0
300,25.0,23.0,107.0,154.0,15.0,209.0,272.0,435.0,199.0,500.0,500.0,467.0
301,25.0,16.0,112.0,154.0,174.0,209.0,254.0,500.0,238.0,401.0,500.0,500.0
302,15.0,22.0,115.0,13.0,185.0,185.0,227.0,500.0,224.0,377.0,500.0,500.0
303,21.0,25.0,114.0,155.0,181.0,192.0,241.0,486.0,230.0,500.0,500.0,500.0
304,25.0,20.0,121.0,132.0,166.0,218.0,179.0,500.0,204.0,500.0,500.0,366.0
305,23.0,25.0,108.0,133.0,169.0,203.0,15.0,149.0,233.0,500.0,500.0,500.0
306,26.0,24.0,110.0,26.0,222.0,213.0,391.0,400.0,215.0,500.0,500.0,443.0
307,20.0,15.0,109.0,121.0,253.0,193.0,351.0,274.0,227.0,500.0,500.0,344.0
308,17.0,15.0,109.0,162.0,118.0,187.0,477.0,395.0,225.0,500.0,500.0,500.0
309,18.0,21.0,112.0,166.0,136.0,189.0,421.0,286.0,245.0,500.0,500.0,500.0
310,19.0,20.0,117.0,133.0,236.0,191.0,331.0,449.0,268.0,500.0,500.0,500.0
311,22.0,22.0,111.0,127.0,230.0,216.0,325.0,500.0,246.0,378.0,500.0,500.0
312,25.0,21.0,108.0,181.0,112.0,183.0,105.0,361.0,190.0,418.0,500.0,500.0
313,27.0,20.0,111.0,146.0,15.0,191.0,500.0,351.0,227.0,500.0,491.0,500.0
314,19.0,23.0,109.0,131.0,287.0,209.0,500.0,375.0,270.0,500.0,500.0,368.0
315,26.0,16.0,109.0,106.0,21.0,203.0,382.0,497.0,237.0,500.0,95.0,500.0
316,17.0,14.0,112.0,201.0,353.0,185.0,323.0,485.0,248.0,500.0,373.0,500.0
317,15.0,17.0,118.0,126.0,244.0,224.0,304.0,303.0,215.0,500.0,12.0,500.0
318,13.0,25.0,119.0,150.0,252.0,218.0,16.0,345.0,239.0,500.0,500.0,372.0
319,29.0,26.0,112.0,19.0,70.0,194.0,29.0,490.0,213.0,500.0,500.0,500.0
320,28.0,21.0,119.0,156.0,261.0,203.0,274.0,500.0,236.0,500.0,500.0,15.0
321,24.0,26.0,106.0,153.0,162.0,173.0,485.0,500.0,196.0,500.0,500.0,500.0
322,24.0,17.0,114.0,179.0,13.0,227.0,264.0,495.0,198.0,425.0,500.0,358.0
323,19.0,26.0,112.0,148.0,279.0,219.0,500.0,442.0,214.0,437.0,500.0,377.0
324,26.0,18.0,111.0,106.0,274.0,189.0,500.0,500.0,207.0,373.0,500.0,500.0
325,26.0,16.0,118.0,140.0,215.0,214.0,495.0,500.0,281.0,500.0,500.0,469.0
326,15.0,22.0,112.0,145.0,212.0,201.0,500.0,500.0,293.0,413.0,500.0,500.0
327,24.0,18.0,126.0,157.0,15.0,204.0,500.0,500.0,314.0,455.0,500.0,487.0
328,20.0,22.0,109.0,145.0,168.0,210.0,431.0,256.0,278.0,500.0,500.0,500.0
329,38.0,21.0,121.0,169.0,221.0,215.0,319.0,500.0,231.0,500.0,500.0,500.0
330,20.0,28.0,117.0,173.0,241.0,175.0,500.0,278.0,177.0,500.0,500.0,500.0
331,28.0,25.0,112.0,130.0,17.0,228.0,500.0,235.0,271.0,500.0,500.0,500.0
332,32.0,22.0,124.0,161.0,226.0,236.0,500.0,328.0,267.0,500.0,500.0,500.0
333,23.0,32.0,118.0,169.0,333.0,213.0,500.0,500.0,291.0,500.0,500.0,500.0
334,36.0,30.0,114.0,151.0,15.0,219.0,500.0,441.0,342.0,500.0,500.0,500.0
335,30.0,20.0,115.0,120.0,333.0,171.0,500.0,392.0,500.0,500.0,500.0,500.0
336,20.0,18.0,111.0,155.0,232.0,196.0,498.0,500.0,500.0,500.0,500.0,500.0
337,19.0,28.0,107.0,197.0,24.0,174.0,500.0,491.0,449.0,500.0,500.0,500.0
338,24.0,16.0,112.0,96.0,222.0,197.0,500.0,230.0,250.0,433.0,500.0,392.0
339,16.0,20.0,115.0,215.0,298.0,202.0,500.0,500.0,269.0,389.0,500.0,294.0
340,17.0,26.0,127.0,258.0,144.0,216.0,348.0,395.0,500.0,500.0,500.0,285.0
341,22.0,32.0,123.0,129.0,292.0,217.0,500.0,422.0,500.0,500.0,500.0,276.0
342,32.0,30.0,80.0,254.0,303.0,185.0,500.0,319.0,500.0,500.0,500.0,500.0
343,33.0,17.0,116.0,242.0,226.0,239.0,500.0,500.0,377.0,500.0,500.0,500.0
344,17.0,22.0,127.0,12.0,251.0,201.0,463.0,500.0,296.0,500.0,500.0,500.0
345,23.0,34.0,117.0,10.0,124.0,203.0,469.0,500.0,245.0,500.0,500.0,500.0
346,53.0,26.0,127.0,324.0,322.0,192.0,24.0,500.0,250.0,500.0,500.0,500.0
347,21.0,25.0,112.0,280.0,268.0,224.0,500.0,500.0,500.0,500.0,500.0,347.0
348,27.0,24.0,115.0,237.0,256.0,241.0,500.0,500.0,500.0,500.0,500.0,17.0
349,21.0,24.0,129.0,238.0,204.0,247.0,500.0,500.0,500.0,500.0,500.0,500.0
350,52.0,25.0,117.0,227.0,268.0,241.0,500.0,500.0,500.0,500.0,500.0,500.0
351,27.0,18.0,119.0,136.0,273.0,238.0,500.0,500.0,500.0,500.0,500.0,500.0
352,20.0,20.0,124.0,193.0,259.0,263.0,15.0,470.0,500.0,500.0,500.0,500.0
353,22.0,23.0,71.0,245.0,268.0,216.0,500.0,500.0,500.0,500.0,500.0,500.0
354,34.0,22.0,120.0,138.0,232.0,225.0,319.0,500.0,294.0,500.0,500.0,500.0
355,22.0,22.0,128.0,243.0,251.0,228.0,291.0,341.0,500.0,413.0,97.0,500.0
356,55.0,28.0,117.0,124.0,260.0,186.0,500.0,338.0,236.0,314.0,500.0,500.0
357,23.0,26.0,116.0,244.0,231.0,202.0,283.0,500.0,500.0,450.0,500.0,500.0
358,45.0,27.0,111.0,89.0,147.0,199.0,290.0,500.0,500.0,500.0,500.0,500.0
359,28.0,18.0,126.0,281.0,225.0,222.0,336.0,500.0,411.0,481.0,500.0,500.0
360,17.0,38.0,129.0,264.0,210.0,237.0,314.0,451.0,500.0,500.0,500.0,500.0
361,137.0,33.0,114.0,234.0,228.0,201.0,500.0,433.0,500.0,221.0,500.0,500.0
362,308.0,27.0,129.0,20.0,259.0,226.0,328.0,500.0,373.0,213.0,500.0,500.0
363,78.0,34.0,117.0,304.0,277.0,193.0,500.0,500.0,320.0,401.0,500.0,500.0
364,25.0,24.0,128.0,261.0,247.0,212.0,250.0,358.0,500.0,424.0,500.0,500.0
365,52.0,30.0,113.0,232.0,57.0,218.0,339.0,404.0,500.0,444.0,500.0,500.0
366,31.0,18.0,119.0,15.0,273.0,239.0,319.0,302.0,500.0,500.0,500.0,500.0
367,22.0,25.0,124.0,262.0,266.0,251.0,405.0,500.0,500.0,418.0,500.0,469.0
368,47.0,23.0,121.0,247.0,82.0,205.0,364.0,452.0,500.0,500.0,500.0,500.0
369,67.0,31.0,122.0,235.0,298.0,191.0,354.0,476.0,500.0,500.0,500.0,500.0
370,87.0,27.0,130.0,239.0,309.0,223.0,453.0,261.0,500.0,500.0,500.0,500.0
371,34.0,23.0,119.0,106.0,334.0,195.0,403.0,500.0,500.0,457.0,500.0,500.0
372,52.0,30.0,123.0,278.0,303.0,207.0,244.0,500.0,244.0,500.0,500.0,500.0
373,59.0,26.0,115.0,257.0,253.0,191.0,371.0,453.0,265.0,402.0,500.0,500.0
374,64.0,26.0,124.0,240.0,250.0,236.0,500.0,500.0,315.0,500.0,500.0,500.0
375,42.0,30.0,125.0,15.0,276.0,231.0,500.0,500.0,301.0,400.0,500.0,376.0
376,41.0,32.0,129.0,303.0,273.0,246.0,500.0,500.0,368.0,368.0,500.0,366.0
377,37.0,61.0,128.0,263.0,334.0,266.0,371.0,355.0,318.0,363.0,500.0,500.0
378,31.0,29.0,122.0,255.0,282.0,256.0,307.0,500.0,243.0,351.0,500.0,500.0
379,82.0,20.0,113.0,222.0,255.0,238.0,500.0,500.0,409.0,500.0,500.0,100.0
380,77.0,15.0,116.0,15.0,119.0,273.0,500.0,313.0,158.0,500.0,500.0,500.0
381,20.0,16.0,115.0,241.0,259.0,227.0,500.0,495.0,199.0,500.0,500.0,500.0
382,16.0,19.0,116.0,285.0,284.0,244.0,102.0,314.0,257.0,500.0,500.0,500.0
383,41.0,17.0,124.0,250.0,274.0,264.0,500.0,349.0,279.0,500.0,500.0,500.0
384,22.0,28.0,117.0,227.0,273.0,278.0,500.0,343.0,478.0,500.0,500.0,500.0
385,246.0,28.0,136.0,121.0,266.0,242.0,500.0,500.0,500.0,500.0,500.0,500.0
386,33.0,20.0,117.0,265.0,291.0,231.0,500.0,500.0,240.0,500.0,500.0,500.0
387,49.0,19.0,120.0,269.0,232.0,234.0,500.0,500.0,256.0,500.0,500.0,500.0
388,45.0,40.0,115.0,249.0,223.0,188.0,500.0,500.0,303.0,500.0,500.0,500.0
389,95.0,21.0,116.0,270.0,229.0,200.0,500.0,500.0,351.0,500.0,500.0,500.0
390,40.0,22.0,119.0,214.0,233.0,262.0,500.0,500.0,323.0,500.0,500.0,500.0
391,46.0,19.0,120.0,215.0,220.0,217.0,500.0,500.0,500.0,500.0,500.0,500.0
392,32.0,33.0,120.0,260.0,257.0,207.0,500.0,500.0,500.0,500.0,500.0,500.0
393,82.0,55.0,119.0,264.0,288.0,227.0,500.0,500.0,500.0,500.0,15.0,500.0
394,243.0,20.0,120.0,262.0,209.0,239.0,500.0,500.0,500.0,500.0,500.0,500.0
395,103.0,33.0,120.0,202.0,255.0,197.0,10.0,500.0,500.0,500.0,500.0,500.0
396,54.0,50.0,122.0,15.0,266.0,258.0,500.0,500.0,500.0,500.0,500.0,500.0
397,419.0,48.0,116.0,305.0,293.0,265.0,256.0,500.0,500.0,500.0,500.0,500.0
398,167.0,39.0,117.0,304.0,236.0,267.0,268.0,500.0,500.0,500.0,500.0,500.0
399,72.0,16.0,131.0,257.0,227.0,268.0,383.0,500.0,500.0,434.0,500.0,500.0
