seed,episode,agent,return
5,33,Baseline FQL,14.0
5,33,Improved FQL-GTA,14.0
5,34,Baseline FQL,9.0
5,34,Improved FQL-GTA,12.0
5,35,Baseline FQL,12.0
5,35,Improved FQL-GTA,18.0
5,36,Baseline FQL,9.0
5,36,Improved FQL-GTA,12.0
5,37,Baseline FQL,10.0
5,37,Improved FQL-GTA,20.0
5,38,Baseline FQL,8.0
5,38,Improved FQL-GTA,30.0
5,39,Baseline FQL,10.0
5,39,Improved FQL-GTA,15.0
5,40,Baseline FQL,13.0
5,40,Improved FQL-GTA,19.0
5,41,Baseline FQL,9.0
5,41,Improved FQL-GTA,15.0
5,42,Baseline FQL,13.0
5,42,Improved FQL-GTA,15.0
5,43,Baseline FQL,10.0
5,43,Improved FQL-GTA,15.0
5,44,Baseline FQL,9.0
5,44,Improved FQL-GTA,16.0
5,45,Baseline FQL,10.0
5,45,Improved FQL-GTA,12.0
5,46,Baseline FQL,11.0
5,46,Improved FQL-GTA,16.0
5,47,Baseline FQL,10.0
5,47,Improved FQL-GTA,18.0
5,48,Baseline FQL,10.0
5,48,Improved FQL-GTA,15.0
5,49,Baseline FQL,10.0
5,49,Improved FQL-GTA,10.0
5,50,Baseline FQL,10.0
5,50,Improved FQL-GTA,19.0
5,51,Baseline FQL,10.0
5,51,Improved FQL-GTA,17.0
5,52,Baseline FQL,9.0
5,52,Improved FQL-GTA,22.0
5,53,Baseline FQL,9.0
5,53,Improved FQL-GTA,12.0
5,54,Baseline FQL,12.0
5,54,Improved FQL-GTA,20.0
5,55,Baseline FQL,11.0
5,55,Improved FQL-GTA,14.0
5,56,Baseline FQL,11.0
5,56,Improved FQL-GTA,18.0
5,57,Baseline FQL,9.0
5,57,Improved FQL-GTA,17.0
5,58,Baseline FQL,11.0
5,58,Improved FQL-GTA,11.0
5,59,Baseline FQL,10.0
5,59,Improved FQL-GTA,17.0
5,60,Baseline FQL,10.0
5,60,Improved FQL-GTA,13.0
5,61,Baseline FQL,10.0
5,61,Improved FQL-GTA,15.0
5,62,Baseline FQL,10.0
5,62,Improved FQL-GTA,26.0
5,63,Baseline FQL,9.0
5,63,Improved FQL-GTA,29.0
5,64,Baseline FQL,10.0
5,64,Improved FQL-GTA,24.0
5,65,Baseline FQL,9.0
5,65,Improved FQL-GTA,19.0
5,66,Baseline FQL,10.0
5,66,Improved FQL-GTA,21.0
5,67,Baseline FQL,9.0
5,67,Improved FQL-GTA,19.0
5,68,Baseline FQL,11.0
5,68,Improved FQL-GTA,19.0
5,69,Baseline FQL,10.0
5,69,Improved FQL-GTA,18.0
5,70,Baseline FQL,10.0
5,70,Improved FQL-GTA,14.0
5,71,Baseline FQL,9.0
5,71,Improved FQL-GTA,17.0
5,72,Baseline FQL,9.0
5,72,Improved FQL-GTA,14.0
5,73,Baseline FQL,10.0
5,73,Improved FQL-GTA,22.0
5,74,Baseline FQL,13.0
5,74,Improved FQL-GTA,16.0
5,75,Baseline FQL,9.0
5,75,Improved FQL-GTA,13.0
5,76,Baseline FQL,10.0
5,76,Improved FQL-GTA,20.0
5,77,Baseline FQL,8.0
5,77,Improved FQL-GTA,10.0
5,78,Baseline FQL,12.0
5,78,Improved FQL-GTA,19.0
5,79,Baseline FQL,13.0
5,79,Improved FQL-GTA,15.0
5,80,Baseline FQL,12.0
5,80,Improved FQL-GTA,11.0
5,81,Baseline FQL,15.0
5,81,Improved FQL-GTA,18.0
5,82,Baseline FQL,16.0
5,82,Improved FQL-GTA,42.0
5,83,Baseline FQL,17.0
5,83,Improved FQL-GTA,37.0
5,84,Baseline FQL,14.0
5,84,Improved FQL-GTA,21.0
5,85,Baseline FQL,10.0
5,85,Improved FQL-GTA,26.0
5,86,Baseline FQL,14.0
5,86,Improved FQL-GTA,26.0
5,87,Baseline FQL,13.0
5,87,Improved FQL-GTA,23.0
5,88,Baseline FQL,17.0
5,88,Improved FQL-GTA,29.0
5,89,Baseline FQL,15.0
5,89,Improved FQL-GTA,26.0
5,90,Baseline FQL,14.0
5,90,Improved FQL-GTA,23.0
5,91,Baseline FQL,17.0
5,91,Improved FQL-GTA,48.0
5,92,Baseline FQL,15.0
5,92,Improved FQL-GTA,32.0
5,93,Baseline FQL,15.0
5,93,Improved FQL-GTA,21.0
5,94,Baseline FQL,17.0
5,94,Improved FQL-GTA,27.0
5,95,Baseline FQL,19.0
5,95,Improved FQL-GTA,26.0
5,96,Baseline FQL,20.0
5,96,Improved FQL-GTA,21.0
5,97,Baseline FQL,13.0
5,97,Improved FQL-GTA,17.0
5,98,Baseline FQL,13.0
5,98,Improved FQL-GTA,31.0
5,99,Baseline FQL,19.0
5,99,Improved FQL-GTA,27.0
5,100,Baseline FQL,23.0
5,100,Improved FQL-GTA,16.0
5,101,Baseline FQL,21.0
5,101,Improved FQL-GTA,33.0
5,102,Baseline FQL,17.0
5,102,Improved FQL-GTA,27.0
5,103,Baseline FQL,15.0
5,103,Improved FQL-GTA,34.0
5,104,Baseline FQL,24.0
5,104,Improved FQL-GTA,31.0
5,105,Baseline FQL,15.0
5,105,Improved FQL-GTA,38.0
5,106,Baseline FQL,12.0
5,106,Improved FQL-GTA,30.0
5,107,Baseline FQL,17.0
5,107,Improved FQL-GTA,27.0
5,108,Baseline FQL,11.0
5,108,Improved FQL-GTA,21.0
5,109,Baseline FQL,21.0
5,109,Improved FQL-GTA,77.0
5,110,Baseline FQL,18.0
5,110,Improved FQL-GTA,42.0
5,111,Baseline FQL,14.0
5,111,Improved FQL-GTA,34.0
5,112,Baseline FQL,11.0
5,112,Improved FQL-GTA,17.0
5,113,Baseline FQL,16.0
5,113,Improved FQL-GTA,25.0
5,114,Baseline FQL,19.0
5,114,Improved FQL-GTA,29.0
5,115,Baseline FQL,13.0
5,115,Improved FQL-GTA,17.0
5,116,Baseline FQL,19.0
5,116,Improved FQL-GTA,40.0
5,117,Baseline FQL,13.0
5,117,Improved FQL-GTA,15.0
5,118,Baseline FQL,19.0
5,118,Improved FQL-GTA,449.0
5,119,Baseline FQL,21.0
5,119,Improved FQL-GTA,347.0
5,120,Baseline FQL,14.0
5,120,Improved FQL-GTA,43.0
5,121,Baseline FQL,23.0
5,121,Improved FQL-GTA,237.0
5,122,Baseline FQL,20.0
5,122,Improved FQL-GTA,59.0
5,123,Baseline FQL,23.0
5,123,Improved FQL-GTA,211.0
5,124,Baseline FQL,22.0
5,124,Improved FQL-GTA,22.0
5,125,Baseline FQL,11.0
5,125,Improved FQL-GTA,13.0
5,126,Baseline FQL,19.0
5,126,Improved FQL-GTA,327.0
5,127,Baseline FQL,19.0
5,127,Improved FQL-GTA,261.0
5,128,Baseline FQL,14.0
5,128,Improved FQL-GTA,142.0
5,129,Baseline FQL,25.0
5,129,Improved FQL-GTA,193.0
5,130,Baseline FQL,15.0
5,130,Improved FQL-GTA,34.0
5,131,Baseline FQL,12.0
5,131,Improved FQL-GTA,13.0
5,132,Baseline FQL,24.0
5,132,Improved FQL-GTA,412.0
5,133,Baseline FQL,16.0
5,133,Improved FQL-GTA,309.0
5,134,Baseline FQL,13.0
5,134,Improved FQL-GTA,84.0
5,135,Baseline FQL,29.0
5,135,Improved FQL-GTA,223.0
5,136,Baseline FQL,13.0
5,136,Improved FQL-GTA,228.0
5,137,Baseline FQL,27.0
5,137,Improved FQL-GTA,273.0
5,138,Baseline FQL,13.0
5,138,Improved FQL-GTA,268.0
5,139,Baseline FQL,15.0
5,139,Improved FQL-GTA,237.0
5,140,Baseline FQL,21.0
5,140,Improved FQL-GTA,260.0
5,141,Baseline FQL,13.0
5,141,Improved FQL-GTA,96.0
5,142,Baseline FQL,18.0
5,142,Improved FQL-GTA,297.0
5,143,Baseline FQL,16.0
5,143,Improved FQL-GTA,266.0
5,144,Baseline FQL,15.0
5,144,Improved FQL-GTA,229.0
5,145,Baseline FQL,19.0
5,145,Improved FQL-GTA,239.0
5,146,Baseline FQL,14.0
5,146,Improved FQL-GTA,98.0
5,147,Baseline FQL,16.0
5,147,Improved FQL-GTA,286.0
5,148,Baseline FQL,23.0
5,148,Improved FQL-GTA,299.0
5,149,Baseline FQL,19.0
5,149,Improved FQL-GTA,102.0
5,150,Baseline FQL,23.0
5,150,Improved FQL-GTA,280.0
5,151,Baseline FQL,17.0
5,151,Improved FQL-GTA,15.0
5,152,Baseline FQL,25.0
5,152,Improved FQL-GTA,459.0
5,153,Baseline FQL,19.0
5,153,Improved FQL-GTA,412.0
5,154,Baseline FQL,13.0
5,154,Improved FQL-GTA,344.0
5,155,Baseline FQL,19.0
5,155,Improved FQL-GTA,345.0
5,156,Baseline FQL,18.0
5,156,Improved FQL-GTA,254.0
5,157,Baseline FQL,19.0
5,157,Improved FQL-GTA,250.0
5,158,Baseline FQL,13.0
5,158,Improved FQL-GTA,220.0
5,159,Baseline FQL,14.0
5,159,Improved FQL-GTA,240.0
5,160,Baseline FQL,19.0
5,160,Improved FQL-GTA,257.0
5,161,Baseline FQL,14.0
5,161,Improved FQL-GTA,215.0
5,162,Baseline FQL,13.0
5,162,Improved FQL-GTA,105.0
5,163,Baseline FQL,15.0
5,163,Improved FQL-GTA,326.0
5,164,Baseline FQL,15.0
5,164,Improved FQL-GTA,500.0
5,165,Baseline FQL,21.0
5,165,Improved FQL-GTA,415.0
5,166,Baseline FQL,11.0
5,166,Improved FQL-GTA,411.0
5,167,Baseline FQL,17.0
5,167,Improved FQL-GTA,500.0
5,168,Baseline FQL,15.0
5,168,Improved FQL-GTA,327.0
5,169,Baseline FQL,23.0
5,169,Improved FQL-GTA,407.0
5,170,Baseline FQL,13.0
5,170,Improved FQL-GTA,387.0
5,171,Baseline FQL,27.0
5,171,Improved FQL-GTA,500.0
5,172,Baseline FQL,15.0
5,172,Improved FQL-GTA,433.0
5,173,Baseline FQL,24.0
5,173,Improved FQL-GTA,500.0
5,174,Baseline FQL,30.0
5,174,Improved FQL-GTA,500.0
5,175,Baseline FQL,17.0
5,175,Improved FQL-GTA,318.0
5,176,Baseline FQL,20.0
5,176,Improved FQL-GTA,70.0
5,177,Baseline FQL,22.0
5,177,Improved FQL-GTA,500.0
5,178,Baseline FQL,24.0
5,178,Improved FQL-GTA,452.0
5,179,Baseline FQL,21.0
5,179,Improved FQL-GTA,396.0
5,180,Baseline FQL,17.0
5,180,Improved FQL-GTA,388.0
5,181,Baseline FQL,23.0
5,181,Improved FQL-GTA,392.0
5,182,Baseline FQL,20.0
5,182,Improved FQL-GTA,322.0
5,183,Baseline FQL,32.0
5,183,Improved FQL-GTA,451.0
5,184,Baseline FQL,20.0
5,184,Improved FQL-GTA,281.0
5,185,Baseline FQL,24.0
5,185,Improved FQL-GTA,182.0
5,186,Baseline FQL,13.0
5,186,Improved FQL-GTA,368.0
5,187,Baseline FQL,34.0
5,187,Improved FQL-GTA,395.0
5,188,Baseline FQL,30.0
5,188,Improved FQL-GTA,371.0
5,189,Baseline FQL,24.0
5,189,Improved FQL-GTA,350.0
5,190,Baseline FQL,38.0
5,190,Improved FQL-GTA,329.0
5,191,Baseline FQL,23.0
5,191,Improved FQL-GTA,389.0
5,192,Baseline FQL,20.0
5,192,Improved FQL-GTA,426.0
5,193,Baseline FQL,17.0
5,193,Improved FQL-GTA,500.0
5,194,Baseline FQL,27.0
5,194,Improved FQL-GTA,484.0
5,195,Baseline FQL,34.0
5,195,Improved FQL-GTA,500.0
5,196,Baseline FQL,25.0
5,196,Improved FQL-GTA,500.0
5,197,Baseline FQL,21.0
5,197,Improved FQL-GTA,464.0
5,198,Baseline FQL,21.0
5,198,Improved FQL-GTA,330.0
5,199,Baseline FQL,23.0
5,199,Improved FQL-GTA,357.0
5,200,Baseline FQL,26.0
5,200,Improved FQL-GTA,264.0
5,201,Baseline FQL,20.0
5,201,Improved FQL-GTA,347.0
5,202,Baseline FQL,16.0
5,202,Improved FQL-GTA,393.0
5,203,Baseline FQL,22.0
5,203,Improved FQL-GTA,431.0
5,204,Baseline FQL,24.0
5,204,Improved FQL-GTA,500.0
5,205,Baseline FQL,26.0
5,205,Improved FQL-GTA,500.0
5,206,Baseline FQL,24.0
5,206,Improved FQL-GTA,500.0
5,207,Baseline FQL,24.0
5,207,Improved FQL-GTA,500.0
5,208,Baseline FQL,24.0
5,208,Improved FQL-GTA,154.0
5,209,Baseline FQL,24.0
5,209,Improved FQL-GTA,30.0
5,210,Baseline FQL,31.0
5,210,Improved FQL-GTA,21.0
5,211,Baseline FQL,17.0
5,211,Improved FQL-GTA,500.0
5,212,Baseline FQL,29.0
5,212,Improved FQL-GTA,500.0
5,213,Baseline FQL,18.0
5,213,Improved FQL-GTA,500.0
5,214,Baseline FQL,22.0
5,214,Improved FQL-GTA,500.0
5,215,Baseline FQL,16.0
5,215,Improved FQL-GTA,500.0
5,216,Baseline FQL,16.0
5,216,Improved FQL-GTA,500.0
5,217,Baseline FQL,16.0
5,217,Improved FQL-GTA,500.0
5,218,Baseline FQL,30.0
5,218,Improved FQL-GTA,500.0
5,219,Baseline FQL,22.0
5,219,Improved FQL-GTA,500.0
5,220,Baseline FQL,42.0
5,220,Improved FQL-GTA,87.0
5,221,Baseline FQL,19.0
5,221,Improved FQL-GTA,471.0
5,222,Baseline FQL,18.0
5,222,Improved FQL-GTA,500.0
5,223,Baseline FQL,28.0
5,223,Improved FQL-GTA,340.0
5,224,Baseline FQL,66.0
5,224,Improved FQL-GTA,360.0
5,225,Baseline FQL,36.0
5,225,Improved FQL-GTA,389.0
5,226,Baseline FQL,16.0
5,226,Improved FQL-GTA,500.0
5,227,Baseline FQL,38.0
5,227,Improved FQL-GTA,500.0
5,228,Baseline FQL,28.0
5,228,Improved FQL-GTA,500.0
5,229,Baseline FQL,24.0
5,229,Improved FQL-GTA,500.0
5,230,Baseline FQL,66.0
5,230,Improved FQL-GTA,500.0
5,231,Baseline FQL,44.0
5,231,Improved FQL-GTA,368.0
5,232,Baseline FQL,23.0
5,232,Improved FQL-GTA,500.0
5,233,Baseline FQL,41.0
5,233,Improved FQL-GTA,500.0
5,234,Baseline FQL,19.0
5,234,Improved FQL-GTA,465.0
5,235,Baseline FQL,43.0
5,235,Improved FQL-GTA,135.0
5,236,Baseline FQL,54.0
5,236,Improved FQL-GTA,500.0
5,237,Baseline FQL,40.0
5,237,Improved FQL-GTA,12.0
5,238,Baseline FQL,60.0
5,238,Improved FQL-GTA,500.0
5,239,Baseline FQL,17.0
5,239,Improved FQL-GTA,500.0
5,240,Baseline FQL,71.0
5,240,Improved FQL-GTA,350.0
5,241,Baseline FQL,44.0
5,241,Improved FQL-GTA,324.0
5,242,Baseline FQL,58.0
5,242,Improved FQL-GTA,397.0
5,243,Baseline FQL,45.0
5,243,Improved FQL-GTA,391.0
5,244,Baseline FQL,72.0
5,244,Improved FQL-GTA,387.0
5,245,Baseline FQL,20.0
5,245,Improved FQL-GTA,386.0
5,246,Baseline FQL,190.0
5,246,Improved FQL-GTA,291.0
5,247,Baseline FQL,60.0
5,247,Improved FQL-GTA,335.0
5,248,Baseline FQL,19.0
5,248,Improved FQL-GTA,288.0
5,249,Baseline FQL,108.0
5,249,Improved FQL-GTA,281.0
5,250,Baseline FQL,107.0
5,250,Improved FQL-GTA,274.0
5,251,Baseline FQL,30.0
5,251,Improved FQL-GTA,295.0
5,252,Baseline FQL,30.0
5,252,Improved FQL-GTA,395.0
5,253,Baseline FQL,37.0
5,253,Improved FQL-GTA,401.0
5,254,Baseline FQL,47.0
5,254,Improved FQL-GTA,427.0
5,255,Baseline FQL,71.0
5,255,Improved FQL-GTA,400.0
5,256,Baseline FQL,48.0
5,256,Improved FQL-GTA,500.0
5,257,Baseline FQL,163.0
5,257,Improved FQL-GTA,500.0
5,258,Baseline FQL,34.0
5,258,Improved FQL-GTA,500.0
5,259,Baseline FQL,61.0
5,259,Improved FQL-GTA,380.0
5,260,Baseline FQL,37.0
5,260,Improved FQL-GTA,377.0
5,261,Baseline FQL,60.0
5,261,Improved FQL-GTA,437.0
5,262,Baseline FQL,38.0
5,262,Improved FQL-GTA,500.0
5,263,Baseline FQL,47.0
5,263,Improved FQL-GTA,500.0
5,264,Baseline FQL,49.0
5,264,Improved FQL-GTA,500.0
5,265,Baseline FQL,246.0
5,265,Improved FQL-GTA,500.0
5,266,Baseline FQL,29.0
5,266,Improved FQL-GTA,500.0
5,267,Baseline FQL,407.0
5,267,Improved FQL-GTA,500.0
5,268,Baseline FQL,135.0
5,268,Improved FQL-GTA,500.0
5,269,Baseline FQL,410.0
5,269,Improved FQL-GTA,500.0
5,270,Baseline FQL,62.0
5,270,Improved FQL-GTA,484.0
5,271,Baseline FQL,33.0
5,271,Improved FQL-GTA,384.0
5,272,Baseline FQL,109.0
5,272,Improved FQL-GTA,500.0
5,273,Baseline FQL,31.0
5,273,Improved FQL-GTA,500.0
5,274,Baseline FQL,63.0
5,274,Improved FQL-GTA,500.0
5,275,Baseline FQL,54.0
5,275,Improved FQL-GTA,500.0
5,276,Baseline FQL,107.0
5,276,Improved FQL-GTA,500.0
5,277,Baseline FQL,41.0
5,277,Improved FQL-GTA,130.0
5,278,Baseline FQL,153.0
5,278,Improved FQL-GTA,500.0
5,279,Baseline FQL,49.0
5,279,Improved FQL-GTA,500.0
5,280,Baseline FQL,163.0
5,280,Improved FQL-GTA,13.0
5,281,Baseline FQL,125.0
5,281,Improved FQL-GTA,500.0
5,282,Baseline FQL,305.0
5,282,Improved FQL-GTA,500.0
5,283,Baseline FQL,226.0
5,283,Improved FQL-GTA,500.0
5,284,Baseline FQL,361.0
5,284,Improved FQL-GTA,500.0
5,285,Baseline FQL,164.0
5,285,Improved FQL-GTA,421.0
5,286,Baseline FQL,112.0
5,286,Improved FQL-GTA,500.0
5,287,Baseline FQL,311.0
5,287,Improved FQL-GTA,494.0
5,288,Baseline FQL,121.0
5,288,Improved FQL-GTA,500.0
5,289,Baseline FQL,105.0
5,289,Improved FQL-GTA,500.0
5,290,Baseline FQL,246.0
5,290,Improved FQL-GTA,500.0
5,291,Baseline FQL,175.0
5,291,Improved FQL-GTA,500.0
5,292,Baseline FQL,305.0
5,292,Improved FQL-GTA,500.0
5,293,Baseline FQL,204.0
5,293,Improved FQL-GTA,500.0
5,294,Baseline FQL,230.0
5,294,Improved FQL-GTA,500.0
5,295,Baseline FQL,194.0
5,295,Improved FQL-GTA,500.0
5,296,Baseline FQL,198.0
5,296,Improved FQL-GTA,500.0
5,297,Baseline FQL,220.0
5,297,Improved FQL-GTA,500.0
5,298,Baseline FQL,287.0
5,298,Improved FQL-GTA,500.0
5,299,Baseline FQL,196.0
5,299,Improved FQL-GTA,500.0
5,300,Baseline FQL,257.0
5,300,Improved FQL-GTA,500.0
5,301,Baseline FQL,302.0
5,301,Improved FQL-GTA,500.0
5,302,Baseline FQL,359.0
5,302,Improved FQL-GTA,500.0
5,303,Baseline FQL,260.0
5,303,Improved FQL-GTA,500.0
5,304,Baseline FQL,231.0
5,304,Improved FQL-GTA,500.0
5,305,Baseline FQL,314.0
5,305,Improved FQL-GTA,500.0
5,306,Baseline FQL,230.0
5,306,Improved FQL-GTA,500.0
5,307,Baseline FQL,303.0
5,307,Improved FQL-GTA,119.0
5,308,Baseline FQL,118.0
5,308,Improved FQL-GTA,397.0
5,309,Baseline FQL,47.0
5,309,Improved FQL-GTA,327.0
5,310,Baseline FQL,202.0
5,310,Improved FQL-GTA,500.0
5,311,Baseline FQL,201.0
5,311,Improved FQL-GTA,169.0
5,312,Baseline FQL,212.0
5,312,Improved FQL-GTA,500.0
5,313,Baseline FQL,360.0
5,313,Improved FQL-GTA,500.0
5,314,Baseline FQL,299.0
5,314,Improved FQL-GTA,500.0
5,315,Baseline FQL,262.0
5,315,Improved FQL-GTA,500.0
5,316,Baseline FQL,257.0
5,316,Improved FQL-GTA,500.0
5,317,Baseline FQL,221.0
5,317,Improved FQL-GTA,500.0
5,318,Baseline FQL,274.0
5,318,Improved FQL-GTA,500.0
5,319,Baseline FQL,188.0
5,319,Improved FQL-GTA,500.0
5,320,Baseline FQL,380.0
5,320,Improved FQL-GTA,500.0
5,321,Baseline FQL,234.0
5,321,Improved FQL-GTA,500.0
5,322,Baseline FQL,235.0
5,322,Improved FQL-GTA,500.0
5,323,Baseline FQL,247.0
5,323,Improved FQL-GTA,500.0
5,324,Baseline FQL,213.0
5,324,Improved FQL-GTA,500.0
5,325,Baseline FQL,281.0
5,325,Improved FQL-GTA,500.0
5,326,Baseline FQL,215.0
5,326,Improved FQL-GTA,500.0
5,327,Baseline FQL,266.0
5,327,Improved FQL-GTA,500.0
5,328,Baseline FQL,114.0
5,328,Improved FQL-GTA,500.0
5,329,Baseline FQL,222.0
5,329,Improved FQL-GTA,500.0
5,330,Baseline FQL,237.0
5,330,Improved FQL-GTA,500.0
5,331,Baseline FQL,226.0
5,331,Improved FQL-GTA,500.0
5,332,Baseline FQL,264.0
5,332,Improved FQL-GTA,500.0
5,333,Baseline FQL,294.0
5,333,Improved FQL-GTA,500.0
5,334,Baseline FQL,196.0
5,334,Improved FQL-GTA,500.0
5,335,Baseline FQL,187.0
5,335,Improved FQL-GTA,500.0
5,336,Baseline FQL,219.0
5,336,Improved FQL-GTA,500.0
5,337,Baseline FQL,231.0
5,337,Improved FQL-GTA,500.0
5,338,Baseline FQL,421.0
5,338,Improved FQL-GTA,500.0
5,339,Baseline FQL,205.0
5,339,Improved FQL-GTA,500.0
5,340,Baseline FQL,367.0
5,340,Improved FQL-GTA,430.0
5,341,Baseline FQL,186.0
5,341,Improved FQL-GTA,40.0
5,342,Baseline FQL,296.0
5,342,Improved FQL-GTA,500.0
5,343,Baseline FQL,236.0
5,343,Improved FQL-GTA,500.0
5,344,Baseline FQL,244.0
5,344,Improved FQL-GTA,500.0
5,345,Baseline FQL,235.0
5,345,Improved FQL-GTA,500.0
5,346,Baseline FQL,239.0
5,346,Improved FQL-GTA,500.0
5,347,Baseline FQL,444.0
5,347,Improved FQL-GTA,500.0
5,348,Baseline FQL,260.0
5,348,Improved FQL-GTA,500.0
5,349,Baseline FQL,303.0
5,349,Improved FQL-GTA,500.0
5,350,Baseline FQL,261.0
5,350,Improved FQL-GTA,500.0
5,351,Baseline FQL,236.0
5,351,Improved FQL-GTA,500.0
5,352,Baseline FQL,263.0
5,352,Improved FQL-GTA,500.0
5,353,Baseline FQL,241.0
5,353,Improved FQL-GTA,500.0
5,354,Baseline FQL,366.0
5,354,Improved FQL-GTA,500.0
5,355,Baseline FQL,255.0
5,355,Improved FQL-GTA,500.0
5,356,Baseline FQL,211.0
5,356,Improved FQL-GTA,500.0
5,357,Baseline FQL,253.0
5,357,Improved FQL-GTA,500.0
5,358,Baseline FQL,373.0
5,358,Improved FQL-GTA,500.0
5,359,Baseline FQL,313.0
5,359,Improved FQL-GTA,500.0
5,360,Baseline FQL,223.0
5,360,Improved FQL-GTA,500.0
5,361,Baseline FQL,359.0
5,361,Improved FQL-GTA,500.0
5,362,Baseline FQL,337.0
5,362,Improved FQL-GTA,500.0
5,363,Baseline FQL,191.0
5,363,Improved FQL-GTA,500.0
5,364,Baseline FQL,219.0
5,364,Improved FQL-GTA,500.0
5,365,Baseline FQL,287.0
5,365,Improved FQL-GTA,500.0
5,366,Baseline FQL,275.0
5,366,Improved FQL-GTA,500.0
5,367,Baseline FQL,235.0
5,367,Improved FQL-GTA,500.0
5,368,Baseline FQL,284.0
5,368,Improved FQL-GTA,500.0
5,369,Baseline FQL,230.0
5,369,Improved FQL-GTA,500.0
5,370,Baseline FQL,261.0
5,370,Improved FQL-GTA,500.0
5,371,Baseline FQL,313.0
5,371,Improved FQL-GTA,500.0
5,372,Baseline FQL,302.0
5,372,Improved FQL-GTA,500.0
5,373,Baseline FQL,365.0
5,373,Improved FQL-GTA,500.0
5,374,Baseline FQL,278.0
5,374,Improved FQL-GTA,500.0
5,375,Baseline FQL,197.0
5,375,Improved FQL-GTA,500.0
5,376,Baseline FQL,60.0
5,376,Improved FQL-GTA,500.0
5,377,Baseline FQL,262.0
5,377,Improved FQL-GTA,11.0
5,378,Baseline FQL,204.0
5,378,Improved FQL-GTA,500.0
5,379,Baseline FQL,268.0
5,379,Improved FQL-GTA,500.0
5,380,Baseline FQL,238.0
5,380,Improved FQL-GTA,465.0
5,381,Baseline FQL,256.0
5,381,Improved FQL-GTA,373.0
5,382,Baseline FQL,253.0
5,382,Improved FQL-GTA,500.0
5,383,Baseline FQL,282.0
5,383,Improved FQL-GTA,500.0
5,384,Baseline FQL,227.0
5,384,Improved FQL-GTA,470.0
5,385,Baseline FQL,241.0
5,385,Improved FQL-GTA,390.0
5,386,Baseline FQL,235.0
5,386,Improved FQL-GTA,425.0
5,387,Baseline FQL,240.0
5,387,Improved FQL-GTA,450.0
5,388,Baseline FQL,307.0
5,388,Improved FQL-GTA,473.0
5,389,Baseline FQL,302.0
5,389,Improved FQL-GTA,500.0
5,390,Baseline FQL,343.0
5,390,Improved FQL-GTA,494.0
5,391,Baseline FQL,400.0
5,391,Improved FQL-GTA,500.0
5,392,Baseline FQL,182.0
5,392,Improved FQL-GTA,500.0
5,393,Baseline FQL,149.0
5,393,Improved FQL-GTA,500.0
5,394,Baseline FQL,22.0
5,394,Improved FQL-GTA,500.0
5,395,Baseline FQL,300.0
5,395,Improved FQL-GTA,500.0
5,396,Baseline FQL,273.0
5,396,Improved FQL-GTA,500.0
5,397,Baseline FQL,239.0
5,397,Improved FQL-GTA,500.0
5,398,Baseline FQL,299.0
5,398,Improved FQL-GTA,500.0
5,399,Baseline FQL,241.0
5,399,Improved FQL-GTA,500.0
5,400,Baseline FQL,275.0
5,400,Improved FQL-GTA,500.0
5,401,Baseline FQL,251.0
5,401,Improved FQL-GTA,500.0
5,402,Baseline FQL,322.0
5,402,Improved FQL-GTA,500.0
5,403,Baseline FQL,250.0
5,403,Improved FQL-GTA,500.0
5,404,Baseline FQL,319.0
5,404,Improved FQL-GTA,500.0
5,405,Baseline FQL,335.0
5,405,Improved FQL-GTA,500.0
5,406,Baseline FQL,244.0
5,406,Improved FQL-GTA,500.0
5,407,Baseline FQL,207.0
5,407,Improved FQL-GTA,500.0
5,408,Baseline FQL,328.0
5,408,Improved FQL-GTA,434.0
5,409,Baseline FQL,228.0
5,409,Improved FQL-GTA,456.0
5,410,Baseline FQL,307.0
5,410,Improved FQL-GTA,364.0
5,411,Baseline FQL,293.0
5,411,Improved FQL-GTA,319.0
5,412,Baseline FQL,255.0
5,412,Improved FQL-GTA,315.0
5,413,Baseline FQL,232.0
5,413,Improved FQL-GTA,283.0
5,414,Baseline FQL,256.0
5,414,Improved FQL-GTA,267.0
5,415,Baseline FQL,242.0
5,415,Improved FQL-GTA,222.0
5,416,Baseline FQL,215.0
5,416,Improved FQL-GTA,274.0
5,417,Baseline FQL,322.0
5,417,Improved FQL-GTA,500.0
5,418,Baseline FQL,253.0
5,418,Improved FQL-GTA,365.0
5,419,Baseline FQL,221.0
5,419,Improved FQL-GTA,327.0
5,420,Baseline FQL,252.0
5,420,Improved FQL-GTA,285.0
5,421,Baseline FQL,354.0
5,421,Improved FQL-GTA,263.0
5,422,Baseline FQL,402.0
5,422,Improved FQL-GTA,242.0
5,423,Baseline FQL,257.0
5,423,Improved FQL-GTA,275.0
5,424,Baseline FQL,251.0
5,424,Improved FQL-GTA,244.0
5,425,Baseline FQL,261.0
5,425,Improved FQL-GTA,284.0
5,426,Baseline FQL,213.0
5,426,Improved FQL-GTA,235.0
5,427,Baseline FQL,230.0
5,427,Improved FQL-GTA,284.0
5,428,Baseline FQL,282.0
5,428,Improved FQL-GTA,235.0
5,429,Baseline FQL,250.0
5,429,Improved FQL-GTA,261.0
5,430,Baseline FQL,372.0
5,430,Improved FQL-GTA,252.0
5,431,Baseline FQL,318.0
5,431,Improved FQL-GTA,248.0
5,432,Baseline FQL,500.0
