seed,episode,agent,return
12,392,Baseline FQL,260.0
12,392,Improved FQL-GTA,339.0
12,393,Baseline FQL,205.0
12,393,Improved FQL-GTA,313.0
12,394,Baseline FQL,238.0
12,394,Improved FQL-GTA,344.0
12,395,Baseline FQL,259.0
12,395,Improved FQL-GTA,341.0
12,396,Baseline FQL,231.0
12,396,Improved FQL-GTA,389.0
12,397,Baseline FQL,209.0
12,397,Improved FQL-GTA,301.0
12,398,Baseline FQL,222.0
12,398,Improved FQL-GTA,365.0
12,399,Baseline FQL,500.0
12,399,Improved FQL-GTA,500.0
12,400,Baseline FQL,285.0
12,400,Improved FQL-GTA,500.0
12,401,Baseline FQL,264.0
12,401,Improved FQL-GTA,375.0
12,402,Baseline FQL,211.0
12,402,Improved FQL-GTA,305.0
12,403,Baseline FQL,239.0
12,403,Improved FQL-GTA,418.0
12,404,Baseline FQL,433.0
12,404,Improved FQL-GTA,500.0
12,405,Baseline FQL,253.0
12,405,Improved FQL-GTA,500.0
12,406,Baseline FQL,229.0
12,406,Improved FQL-GTA,500.0
12,407,Baseline FQL,245.0
12,407,Improved FQL-GTA,500.0
12,408,Baseline FQL,248.0
12,408,Improved FQL-GTA,500.0
12,409,Baseline FQL,223.0
12,409,Improved FQL-GTA,500.0
12,410,Baseline FQL,272.0
12,410,Improved FQL-GTA,500.0
12,411,Baseline FQL,342.0
12,411,Improved FQL-GTA,500.0
12,412,Baseline FQL,261.0
12,412,Improved FQL-GTA,500.0
12,413,Baseline FQL,275.0
12,413,Improved FQL-GTA,442.0
12,414,Baseline FQL,375.0
12,414,Improved FQL-GTA,473.0
12,415,Baseline FQL,195.0
12,415,Improved FQL-GTA,391.0
12,416,Baseline FQL,316.0
12,416,Improved FQL-GTA,500.0
12,417,Baseline FQL,227.0
12,417,Improved FQL-GTA,500.0
12,418,Baseline FQL,341.0
12,418,Improved FQL-GTA,500.0
12,419,Baseline FQL,423.0
12,419,Improved FQL-GTA,500.0
12,420,Baseline FQL,251.0
12,420,Improved FQL-GTA,500.0
12,421,Baseline FQL,288.0
12,421,Improved FQL-GTA,500.0
12,422,Baseline FQL,267.0
12,422,Improved FQL-GTA,500.0
12,423,Baseline FQL,296.0
12,423,Improved FQL-GTA,500.0
12,424,Baseline FQL,128.0
12,424,Improved FQL-GTA,500.0
12,425,Baseline FQL,227.0
12,425,Improved FQL-GTA,500.0
12,426,Baseline FQL,307.0
12,426,Improved FQL-GTA,500.0
12,427,Baseline FQL,263.0
12,427,Improved FQL-GTA,500.0
12,428,Baseline FQL,266.0
12,428,Improved FQL-GTA,500.0
12,429,Baseline FQL,449.0
12,429,Improved FQL-GTA,405.0
12,430,Baseline FQL,401.0
12,430,Improved FQL-GTA,500.0
12,431,Baseline FQL,272.0
12,431,Improved FQL-GTA,500.0
12,432,Baseline FQL,247.0
12,432,Improved FQL-GTA,500.0
12,433,Baseline FQL,254.0
12,433,Improved FQL-GTA,500.0
12,434,Baseline FQL,345.0
12,434,Improved FQL-GTA,500.0
12,435,Baseline FQL,246.0
12,435,Improved FQL-GTA,500.0
12,436,Baseline FQL,281.0
12,436,Improved FQL-GTA,286.0
12,437,Baseline FQL,288.0
12,437,Improved FQL-GTA,496.0
12,438,Baseline FQL,320.0
12,438,Improved FQL-GTA,295.0
12,439,Baseline FQL,276.0
12,439,Improved FQL-GTA,286.0
12,440,Baseline FQL,336.0
12,440,Improved FQL-GTA,428.0
12,441,Baseline FQL,227.0
12,441,Improved FQL-GTA,362.0
12,442,Baseline FQL,223.0
12,442,Improved FQL-GTA,338.0
12,443,Baseline FQL,278.0
12,443,Improved FQL-GTA,249.0
12,444,Baseline FQL,244.0
12,444,Improved FQL-GTA,368.0
12,445,Baseline FQL,299.0
12,445,Improved FQL-GTA,269.0
12,446,Baseline FQL,238.0
12,446,Improved FQL-GTA,316.0
12,447,Baseline FQL,283.0
12,447,Improved FQL-GTA,221.0
12,448,Baseline FQL,236.0
12,448,Improved FQL-GTA,285.0
12,449,Baseline FQL,295.0
12,449,Improved FQL-GTA,500.0
12,450,Baseline FQL,257.0
12,450,Improved FQL-GTA,500.0
12,451,Baseline FQL,400.0
12,451,Improved FQL-GTA,500.0
12,452,Baseline FQL,225.0
12,452,Improved FQL-GTA,500.0
12,453,Baseline FQL,280.0
12,453,Improved FQL-GTA,395.0
12,454,Baseline FQL,443.0
12,454,Improved FQL-GTA,357.0
12,455,Baseline FQL,251.0
12,455,Improved FQL-GTA,288.0
12,456,Baseline FQL,220.0
12,456,Improved FQL-GTA,226.0
12,457,Baseline FQL,277.0
12,457,Improved FQL-GTA,281.0
12,458,Baseline FQL,304.0
12,458,Improved FQL-GTA,473.0
12,459,Baseline FQL,291.0
12,459,Improved FQL-GTA,500.0
12,460,Baseline FQL,232.0
12,460,Improved FQL-GTA,500.0
12,461,Baseline FQL,259.0
12,461,Improved FQL-GTA,500.0
12,462,Baseline FQL,281.0
12,462,Improved FQL-GTA,419.0
12,463,Baseline FQL,341.0
12,463,Improved FQL-GTA,500.0
12,464,Baseline FQL,255.0
12,464,Improved FQL-GTA,500.0
12,465,Baseline FQL,271.0
12,465,Improved FQL-GTA,500.0
12,466,Baseline FQL,244.0
12,466,Improved FQL-GTA,327.0
12,467,Baseline FQL,438.0
12,467,Improved FQL-GTA,462.0
12,468,Baseline FQL,364.0
12,468,Improved FQL-GTA,457.0
12,469,Baseline FQL,249.0
12,469,Improved FQL-GTA,500.0
12,470,Baseline FQL,236.0
12,470,Improved FQL-GTA,500.0
12,471,Baseline FQL,253.0
12,471,Improved FQL-GTA,500.0
12,472,Baseline FQL,391.0
12,472,Improved FQL-GTA,500.0
12,473,Baseline FQL,263.0
12,473,Improved FQL-GTA,500.0
12,474,Baseline FQL,330.0
12,474,Improved FQL-GTA,370.0
12,475,Baseline FQL,270.0
12,475,Improved FQL-GTA,314.0
12,476,Baseline FQL,241.0
12,476,Improved FQL-GTA,389.0
12,477,Baseline FQL,251.0
12,477,Improved FQL-GTA,500.0
12,478,Baseline FQL,245.0
12,478,Improved FQL-GTA,500.0
12,479,Baseline FQL,268.0
12,479,Improved FQL-GTA,500.0
12,480,Baseline FQL,245.0
12,480,Improved FQL-GTA,500.0
12,481,Baseline FQL,260.0
12,481,Improved FQL-GTA,500.0
12,482,Baseline FQL,248.0
12,482,Improved FQL-GTA,500.0
12,483,Baseline FQL,230.0
12,483,Improved FQL-GTA,500.0
12,484,Baseline FQL,241.0
12,484,Improved FQL-GTA,500.0
12,485,Baseline FQL,312.0
12,485,Improved FQL-GTA,500.0
12,486,Baseline FQL,254.0
12,486,Improved FQL-GTA,471.0
12,487,Baseline FQL,336.0
12,487,Improved FQL-GTA,500.0
12,488,Baseline FQL,322.0
12,488,Improved FQL-GTA,451.0
12,489,Baseline FQL,417.0
12,489,Improved FQL-GTA,500.0
12,490,Baseline FQL,88.0
12,490,Improved FQL-GTA,335.0
12,491,Baseline FQL,385.0
12,491,Improved FQL-GTA,248.0
12,492,Baseline FQL,292.0
12,492,Improved FQL-GTA,155.0
12,493,Baseline FQL,316.0
12,493,Improved FQL-GTA,316.0
12,494,Baseline FQL,274.0
12,494,Improved FQL-GTA,337.0
12,495,Baseline FQL,266.0
12,495,Improved FQL-GTA,313.0
12,496,Baseline FQL,285.0
12,496,Improved FQL-GTA,322.0
12,497,Baseline FQL,328.0
12,497,Improved FQL-GTA,275.0
12,498,Baseline FQL,250.0
12,498,Improved FQL-GTA,309.0
12,499,Baseline FQL,348.0
12,499,Improved FQL-GTA,239.0
12,500,Baseline FQL,265.0
12,500,Improved FQL-GTA,247.0
13,1,Baseline FQL,25.0
13,1,Improved FQL-GTA,9.0
13,2,Baseline FQL,9.0
13,2,Improved FQL-GTA,16.0
13,3,Baseline FQL,13.0
13,3,Improved FQL-GTA,11.0
13,4,Baseline FQL,11.0
13,4,Improved FQL-GTA,13.0
13,5,Baseline FQL,11.0
13,5,Improved FQL-GTA,11.0
13,6,Baseline FQL,11.0
13,6,Improved FQL-GTA,17.0
13,7,Baseline FQL,11.0
13,7,Improved FQL-GTA,13.0
13,8,Baseline FQL,11.0
13,8,Improved FQL-GTA,12.0
13,9,Baseline FQL,10.0
13,9,Improved FQL-GTA,23.0
13,10,Baseline FQL,11.0
13,10,Improved FQL-GTA,11.0
13,11,Baseline FQL,12.0
13,11,Improved FQL-GTA,14.0
13,12,Baseline FQL,12.0
13,12,Improved FQL-GTA,13.0
13,13,Baseline FQL,27.0
13,13,Improved FQL-GTA,13.0
13,14,Baseline FQL,14.0
13,14,Improved FQL-GTA,14.0
13,15,Baseline FQL,12.0
13,15,Improved FQL-GTA,13.0
13,16,Baseline FQL,27.0
13,16,Improved FQL-GTA,18.0
13,17,Baseline FQL,11.0
13,17,Improved FQL-GTA,9.0
13,18,Baseline FQL,14.0
13,18,Improved FQL-GTA,17.0
13,19,Baseline FQL,25.0
13,19,Improved FQL-GTA,11.0
13,20,Baseline FQL,11.0
13,20,Improved FQL-GTA,12.0
13,21,Baseline FQL,24.0
13,21,Improved FQL-GTA,8.0
13,22,Baseline FQL,17.0
13,22,Improved FQL-GTA,10.0
13,23,Baseline FQL,25.0
13,23,Improved FQL-GTA,11.0
13,24,Baseline FQL,22.0
13,24,Improved FQL-GTA,8.0
13,25,Baseline FQL,28.0
13,25,Improved FQL-GTA,16.0
13,26,Baseline FQL,23.0
13,26,Improved FQL-GTA,11.0
13,27,Baseline FQL,26.0
13,27,Improved FQL-GTA,10.0
13,28,Baseline FQL,21.0
13,28,Improved FQL-GTA,12.0
13,29,Baseline FQL,14.0
13,29,Improved FQL-GTA,24.0
13,30,Baseline FQL,22.0
13,30,Improved FQL-GTA,10.0
13,31,Baseline FQL,14.0
13,31,Improved FQL-GTA,10.0
13,32,Baseline FQL,24.0
13,32,Improved FQL-GTA,10.0
13,33,Baseline FQL,23.0
13,33,Improved FQL-GTA,10.0
13,34,Baseline FQL,23.0
13,34,Improved FQL-GTA,12.0
13,35,Baseline FQL,28.0
13,35,Improved FQL-GTA,12.0
13,36,Baseline FQL,47.0
13,36,Improved FQL-GTA,24.0
13,37,Baseline FQL,12.0
13,37,Improved FQL-GTA,27.0
13,38,Baseline FQL,49.0
13,38,Improved FQL-GTA,22.0
13,39,Baseline FQL,112.0
13,39,Improved FQL-GTA,20.0
13,40,Baseline FQL,57.0
13,40,Improved FQL-GTA,21.0
13,41,Baseline FQL,21.0
13,41,Improved FQL-GTA,16.0
13,42,Baseline FQL,30.0
13,42,Improved FQL-GTA,17.0
13,43,Baseline FQL,33.0
13,43,Improved FQL-GTA,31.0
13,44,Baseline FQL,17.0
13,44,Improved FQL-GTA,8.0
13,45,Baseline FQL,34.0
13,45,Improved FQL-GTA,16.0
13,46,Baseline FQL,21.0
13,46,Improved FQL-GTA,16.0
13,47,Baseline FQL,21.0
13,47,Improved FQL-GTA,22.0
13,48,Baseline FQL,21.0
13,48,Improved FQL-GTA,17.0
13,49,Baseline FQL,17.0
13,49,Improved FQL-GTA,12.0
13,50,Baseline FQL,16.0
13,50,Improved FQL-GTA,46.0
13,51,Baseline FQL,22.0
13,51,Improved FQL-GTA,23.0
13,52,Baseline FQL,22.0
13,52,Improved FQL-GTA,27.0
13,53,Baseline FQL,21.0
13,53,Improved FQL-GTA,18.0
13,54,Baseline FQL,23.0
13,54,Improved FQL-GTA,14.0
13,55,Baseline FQL,75.0
13,55,Improved FQL-GTA,49.0
13,56,Baseline FQL,93.0
13,56,Improved FQL-GTA,26.0
13,57,Baseline FQL,92.0
13,57,Improved FQL-GTA,14.0
13,58,Baseline FQL,95.0
13,58,Improved FQL-GTA,21.0
13,59,Baseline FQL,95.0
13,59,Improved FQL-GTA,13.0
13,60,Baseline FQL,101.0
13,60,Improved FQL-GTA,17.0
13,61,Baseline FQL,101.0
13,61,Improved FQL-GTA,17.0
13,62,Baseline FQL,94.0
13,62,Improved FQL-GTA,13.0
13,63,Baseline FQL,98.0
13,63,Improved FQL-GTA,13.0
13,64,Baseline FQL,90.0
13,64,Improved FQL-GTA,13.0
13,65,Baseline FQL,96.0
13,65,Improved FQL-GTA,22.0
13,66,Baseline FQL,22.0
13,66,Improved FQL-GTA,15.0
13,67,Baseline FQL,88.0
13,67,Improved FQL-GTA,16.0
13,68,Baseline FQL,23.0
13,68,Improved FQL-GTA,21.0
13,69,Baseline FQL,19.0
13,69,Improved FQL-GTA,11.0
13,70,Baseline FQL,23.0
13,70,Improved FQL-GTA,19.0
13,71,Baseline FQL,93.0
13,71,Improved FQL-GTA,14.0
13,72,Baseline FQL,85.0
13,72,Improved FQL-GTA,17.0
13,73,Baseline FQL,92.0
13,73,Improved FQL-GTA,17.0
13,74,Baseline FQL,91.0
13,74,Improved FQL-GTA,17.0
13,75,Baseline FQL,91.0
13,75,Improved FQL-GTA,37.0
13,76,Baseline FQL,89.0
13,76,Improved FQL-GTA,12.0
13,77,Baseline FQL,56.0
13,77,Improved FQL-GTA,15.0
13,78,Baseline FQL,89.0
13,78,Improved FQL-GTA,24.0
13,79,Baseline FQL,85.0
13,79,Improved FQL-GTA,19.0
13,80,Baseline FQL,93.0
13,80,Improved FQL-GTA,52.0
13,81,Baseline FQL,89.0
13,81,Improved FQL-GTA,27.0
13,82,Baseline FQL,88.0
13,82,Improved FQL-GTA,20.0
13,83,Baseline FQL,94.0
13,83,Improved FQL-GTA,53.0
13,84,Baseline FQL,90.0
13,84,Improved FQL-GTA,23.0
13,85,Baseline FQL,22.0
13,85,Improved FQL-GTA,23.0
13,86,Baseline FQL,92.0
13,86,Improved FQL-GTA,27.0
13,87,Baseline FQL,87.0
13,87,Improved FQL-GTA,21.0
13,88,Baseline FQL,95.0
13,88,Improved FQL-GTA,23.0
13,89,Baseline FQL,88.0
13,89,Improved FQL-GTA,21.0
13,90,Baseline FQL,18.0
13,90,Improved FQL-GTA,39.0
13,91,Baseline FQL,98.0
13,91,Improved FQL-GTA,36.0
13,92,Baseline FQL,98.0
13,92,Improved FQL-GTA,21.0
13,93,Baseline FQL,96.0
13,93,Improved FQL-GTA,31.0
13,94,Baseline FQL,102.0
13,94,Improved FQL-GTA,36.0
13,95,Baseline FQL,90.0
13,95,Improved FQL-GTA,26.0
13,96,Baseline FQL,98.0
13,96,Improved FQL-GTA,35.0
13,97,Baseline FQL,90.0
13,97,Improved FQL-GTA,21.0
13,98,Baseline FQL,90.0
13,98,Improved FQL-GTA,37.0
13,99,Baseline FQL,96.0
13,99,Improved FQL-GTA,19.0
13,100,Baseline FQL,92.0
13,100,Improved FQL-GTA,19.0
13,101,Baseline FQL,102.0
13,101,Improved FQL-GTA,46.0
13,102,Baseline FQL,98.0
13,102,Improved FQL-GTA,20.0
13,103,Baseline FQL,94.0
13,103,Improved FQL-GTA,47.0
13,104,Baseline FQL,89.0
13,104,Improved FQL-GTA,26.0
13,105,Baseline FQL,100.0
13,105,Improved FQL-GTA,500.0
13,106,Baseline FQL,96.0
13,106,Improved FQL-GTA,500.0
13,107,Baseline FQL,94.0
13,107,Improved FQL-GTA,412.0
13,108,Baseline FQL,106.0
13,108,Improved FQL-GTA,288.0
13,109,Baseline FQL,96.0
13,109,Improved FQL-GTA,31.0
13,110,Baseline FQL,108.0
13,110,Improved FQL-GTA,57.0
13,111,Baseline FQL,107.0
13,111,Improved FQL-GTA,185.0
13,112,Baseline FQL,91.0
13,112,Improved FQL-GTA,21.0
13,113,Baseline FQL,110.0
13,113,Improved FQL-GTA,500.0
13,114,Baseline FQL,111.0
13,114,Improved FQL-GTA,360.0
13,115,Baseline FQL,113.0
13,115,Improved FQL-GTA,246.0
13,116,Baseline FQL,103.0
13,116,Improved FQL-GTA,33.0
13,117,Baseline FQL,97.0
13,117,Improved FQL-GTA,233.0
13,118,Baseline FQL,106.0
13,118,Improved FQL-GTA,316.0
13,119,Baseline FQL,103.0
13,119,Improved FQL-GTA,201.0
13,120,Baseline FQL,96.0
13,120,Improved FQL-GTA,245.0
13,121,Baseline FQL,107.0
13,121,Improved FQL-GTA,272.0
13,122,Baseline FQL,106.0
13,122,Improved FQL-GTA,179.0
13,123,Baseline FQL,106.0
13,123,Improved FQL-GTA,278.0
13,124,Baseline FQL,118.0
13,124,Improved FQL-GTA,339.0
13,125,Baseline FQL,113.0
13,125,Improved FQL-GTA,146.0
13,126,Baseline FQL,105.0
13,126,Improved FQL-GTA,16.0
13,127,Baseline FQL,116.0
13,127,Improved FQL-GTA,140.0
13,128,Baseline FQL,109.0
13,128,Improved FQL-GTA,136.0
13,129,Baseline FQL,116.0
13,129,Improved FQL-GTA,311.0
13,130,Baseline FQL,110.0
13,130,Improved FQL-GTA,291.0
13,131,Baseline FQL,104.0
13,131,Improved FQL-GTA,397.0
13,132,Baseline FQL,111.0
13,132,Improved FQL-GTA,271.0
13,133,Baseline FQL,107.0
13,133,Improved FQL-GTA,169.0
13,134,Baseline FQL,99.0
13,134,Improved FQL-GTA,304.0
13,135,Baseline FQL,96.0
13,135,Improved FQL-GTA,265.0
13,136,Baseline FQL,107.0
13,136,Improved FQL-GTA,500.0
13,137,Baseline FQL,113.0
13,137,Improved FQL-GTA,282.0
13,138,Baseline FQL,105.0
13,138,Improved FQL-GTA,325.0
13,139,Baseline FQL,108.0
13,139,Improved FQL-GTA,352.0
13,140,Baseline FQL,119.0
13,140,Improved FQL-GTA,314.0
13,141,Baseline FQL,32.0
13,141,Improved FQL-GTA,337.0
13,142,Baseline FQL,118.0
13,142,Improved FQL-GTA,27.0
13,143,Baseline FQL,114.0
13,143,Improved FQL-GTA,375.0
13,144,Baseline FQL,120.0
13,144,Improved FQL-GTA,500.0
13,145,Baseline FQL,115.0
13,145,Improved FQL-GTA,500.0
13,146,Baseline FQL,92.0
13,146,Improved FQL-GTA,500.0
13,147,Baseline FQL,112.0
13,147,Improved FQL-GTA,500.0
13,148,Baseline FQL,116.0
13,148,Improved FQL-GTA,500.0
13,149,Baseline FQL,116.0
13,149,Improved FQL-GTA,433.0
13,150,Baseline FQL,110.0
13,150,Improved FQL-GTA,419.0
13,151,Baseline FQL,99.0
13,151,Improved FQL-GTA,384.0
13,152,Baseline FQL,119.0
13,152,Improved FQL-GTA,500.0
13,153,Baseline FQL,106.0
13,153,Improved FQL-GTA,396.0
13,154,Baseline FQL,113.0
13,154,Improved FQL-GTA,426.0
13,155,Baseline FQL,111.0
13,155,Improved FQL-GTA,485.0
13,156,Baseline FQL,112.0
13,156,Improved FQL-GTA,453.0
13,157,Baseline FQL,112.0
13,157,Improved FQL-GTA,390.0
13,158,Baseline FQL,106.0
13,158,Improved FQL-GTA,500.0
13,159,Baseline FQL,115.0
13,159,Improved FQL-GTA,180.0
13,160,Baseline FQL,111.0
13,160,Improved FQL-GTA,500.0
13,161,Baseline FQL,115.0
13,161,Improved FQL-GTA,500.0
13,162,Baseline FQL,106.0
13,162,Improved FQL-GTA,500.0
13,163,Baseline FQL,123.0
13,163,Improved FQL-GTA,500.0
13,164,Baseline FQL,108.0
13,164,Improved FQL-GTA,500.0
13,165,Baseline FQL,112.0
13,165,Improved FQL-GTA,347.0
13,166,Baseline FQL,130.0
13,166,Improved FQL-GTA,302.0
13,167,Baseline FQL,105.0
13,167,Improved FQL-GTA,358.0
13,168,Baseline FQL,83.0
13,168,Improved FQL-GTA,208.0
13,169,Baseline FQL,113.0
13,169,Improved FQL-GTA,286.0
13,170,Baseline FQL,117.0
13,170,Improved FQL-GTA,26.0
13,171,Baseline FQL,103.0
13,171,Improved FQL-GTA,242.0
13,172,Baseline FQL,106.0
13,172,Improved FQL-GTA,256.0
13,173,Baseline FQL,118.0
13,173,Improved FQL-GTA,287.0
13,174,Baseline FQL,108.0
13,174,Improved FQL-GTA,411.0
13,175,Baseline FQL,118.0
13,175,Improved FQL-GTA,334.0
13,176,Baseline FQL,110.0
13,176,Improved FQL-GTA,383.0
13,177,Baseline FQL,113.0
13,177,Improved FQL-GTA,302.0
13,178,Baseline FQL,109.0
13,178,Improved FQL-GTA,334.0
13,179,Baseline FQL,118.0
13,179,Improved FQL-GTA,338.0
13,180,Baseline FQL,123.0
13,180,Improved FQL-GTA,280.0
13,181,Baseline FQL,114.0
13,181,Improved FQL-GTA,298.0
13,182,Baseline FQL,113.0
13,182,Improved FQL-GTA,317.0
13,183,Baseline FQL,112.0
13,183,Improved FQL-GTA,262.0
13,184,Baseline FQL,109.0
13,184,Improved FQL-GTA,329.0
13,185,Baseline FQL,109.0
13,185,Improved FQL-GTA,378.0
13,186,Baseline FQL,120.0
13,186,Improved FQL-GTA,188.0
13,187,Baseline FQL,121.0
13,187,Improved FQL-GTA,500.0
13,188,Baseline FQL,121.0
13,188,Improved FQL-GTA,500.0
13,189,Baseline FQL,113.0
13,189,Improved FQL-GTA,500.0
13,190,Baseline FQL,109.0
13,190,Improved FQL-GTA,438.0
13,191,Baseline FQL,119.0
13,191,Improved FQL-GTA,500.0
13,192,Baseline FQL,111.0
13,192,Improved FQL-GTA,388.0
13,193,Baseline FQL,109.0
13,193,Improved FQL-GTA,429.0
13,194,Baseline FQL,108.0
13,194,Improved FQL-GTA,398.0
13,195,Baseline FQL,109.0
13,195,Improved FQL-GTA,327.0
13,196,Baseline FQL,115.0
13,196,Improved FQL-GTA,487.0
13,197,Baseline FQL,112.0
13,197,Improved FQL-GTA,441.0
13,198,Baseline FQL,112.0
13,198,Improved FQL-GTA,327.0
13,199,Baseline FQL,121.0
13,199,Improved FQL-GTA,433.0
13,200,Baseline FQL,114.0
13,200,Improved FQL-GTA,380.0
13,201,Baseline FQL,115.0
13,201,Improved FQL-GTA,371.0
13,202,Baseline FQL,119.0
13,202,Improved FQL-GTA,338.0
13,203,Baseline FQL,108.0
13,203,Improved FQL-GTA,332.0
13,204,Baseline FQL,114.0
13,204,Improved FQL-GTA,382.0
13,205,Baseline FQL,107.0
13,205,Improved FQL-GTA,312.0
13,206,Baseline FQL,108.0
13,206,Improved FQL-GTA,310.0
13,207,Baseline FQL,109.0
13,207,Improved FQL-GTA,241.0
13,208,Baseline FQL,55.0
13,208,Improved FQL-GTA,217.0
13,209,Baseline FQL,109.0
13,209,Improved FQL-GTA,260.0
13,210,Baseline FQL,110.0
13,210,Improved FQL-GTA,394.0
13,211,Baseline FQL,112.0
13,211,Improved FQL-GTA,500.0
13,212,Baseline FQL,117.0
13,212,Improved FQL-GTA,500.0
13,213,Baseline FQL,109.0
13,213,Improved FQL-GTA,278.0
13,214,Baseline FQL,106.0
13,214,Improved FQL-GTA,241.0
13,215,Baseline FQL,119.0
13,215,Improved FQL-GTA,337.0
13,216,Baseline FQL,116.0
13,216,Improved FQL-GTA,500.0
13,217,Baseline FQL,115.0
13,217,Improved FQL-GTA,500.0
13,218,Baseline FQL,108.0
13,218,Improved FQL-GTA,500.0
13,219,Baseline FQL,114.0
13,219,Improved FQL-GTA,500.0
13,220,Baseline FQL,112.0
13,220,Improved FQL-GTA,394.0
13,221,Baseline FQL,120.0
13,221,Improved FQL-GTA,108.0
13,222,Baseline FQL,120.0
13,222,Improved FQL-GTA,286.0
13,223,Baseline FQL,128.0
13,223,Improved FQL-GTA,402.0
13,224,Baseline FQL,111.0
13,224,Improved FQL-GTA,500.0
13,225,Baseline FQL,130.0
13,225,Improved FQL-GTA,500.0
13,226,Baseline FQL,105.0
13,226,Improved FQL-GTA,279.0
13,227,Baseline FQL,113.0
13,227,Improved FQL-GTA,397.0
13,228,Baseline FQL,122.0
13,228,Improved FQL-GTA,414.0
13,229,Baseline FQL,112.0
13,229,Improved FQL-GTA,331.0
13,230,Baseline FQL,116.0
13,230,Improved FQL-GTA,300.0
13,231,Baseline FQL,106.0
13,231,Improved FQL-GTA,240.0
13,232,Baseline FQL,115.0
13,232,Improved FQL-GTA,336.0
13,233,Baseline FQL,120.0
13,233,Improved FQL-GTA,451.0
13,234,Baseline FQL,111.0
13,234,Improved FQL-GTA,339.0
13,235,Baseline FQL,113.0
13,235,Improved FQL-GTA,417.0
13,236,Baseline FQL,121.0
13,236,Improved FQL-GTA,311.0
13,237,Baseline FQL,109.0
13,237,Improved FQL-GTA,251.0
13,238,Baseline FQL,122.0
13,238,Improved FQL-GTA,364.0
13,239,Baseline FQL,118.0
13,239,Improved FQL-GTA,306.0
13,240,Baseline FQL,110.0
13,240,Improved FQL-GTA,257.0
13,241,Baseline FQL,125.0
13,241,Improved FQL-GTA,341.0
13,242,Baseline FQL,113.0
13,242,Improved FQL-GTA,343.0
13,243,Baseline FQL,112.0
13,243,Improved FQL-GTA,251.0
13,244,Baseline FQL,81.0
13,244,Improved FQL-GTA,224.0
13,245,Baseline FQL,110.0
13,245,Improved FQL-GTA,244.0
13,246,Baseline FQL,111.0
13,246,Improved FQL-GTA,285.0
13,247,Baseline FQL,111.0
13,247,Improved FQL-GTA,327.0
13,248,Baseline FQL,115.0
13,248,Improved FQL-GTA,322.0
13,249,Baseline FQL,112.0
13,249,Improved FQL-GTA,220.0
13,250,Baseline FQL,109.0
13,250,Improved FQL-GTA,254.0
13,251,Baseline FQL,123.0
13,251,Improved FQL-GTA,273.0
13,252,Baseline FQL,119.0
13,252,Improved FQL-GTA,277.0
13,253,Baseline FQL,113.0
13,253,Improved FQL-GTA,239.0
13,254,Baseline FQL,115.0
13,254,Improved FQL-GTA,233.0
13,255,Baseline FQL,113.0
13,255,Improved FQL-GTA,304.0
13,256,Baseline FQL,110.0
13,256,Improved FQL-GTA,311.0
13,257,Baseline FQL,118.0
13,257,Improved FQL-GTA,328.0
13,258,Baseline FQL,112.0
13,258,Improved FQL-GTA,230.0
13,259,Baseline FQL,111.0
13,259,Improved FQL-GTA,239.0
13,260,Baseline FQL,116.0
13,260,Improved FQL-GTA,259.0
13,261,Baseline FQL,113.0
13,261,Improved FQL-GTA,261.0
13,262,Baseline FQL,114.0
13,262,Improved FQL-GTA,299.0
13,263,Baseline FQL,129.0
13,263,Improved FQL-GTA,311.0
13,264,Baseline FQL,121.0
13,264,Improved FQL-GTA,334.0
13,265,Baseline FQL,121.0
13,265,Improved FQL-GTA,425.0
13,266,Baseline FQL,122.0
13,266,Improved FQL-GTA,357.0
13,267,Baseline FQL,120.0
13,267,Improved FQL-GTA,260.0
13,268,Baseline FQL,108.0
13,268,Improved FQL-GTA,226.0
13,269,Baseline FQL,118.0
13,269,Improved FQL-GTA,407.0
13,270,Baseline FQL,113.0
13,270,Improved FQL-GTA,500.0
13,271,Baseline FQL,121.0
13,271,Improved FQL-GTA,500.0
13,272,Baseline FQL,115.0
13,272,Improved FQL-GTA,500.0
13,273,Baseline FQL,117.0
13,273,Improved FQL-GTA,398.0
13,274,Baseline FQL,124.0
13,274,Improved FQL-GTA,410.0
13,275,Baseline FQL,117.0
13,275,Improved FQL-GTA,341.0
13,276,Baseline FQL,110.0
13,276,Improved FQL-GTA,278.0
13,277,Baseline FQL,124.0
13,277,Improved FQL-GTA,500.0
13,278,Baseline FQL,124.0
13,278,Improved FQL-GTA,500.0
13,279,Baseline FQL,116.0
13,279,Improved FQL-GTA,494.0
13,280,Baseline FQL,109.0
13,280,Improved FQL-GTA,348.0
13,281,Baseline FQL,121.0
13,281,Improved FQL-GTA,381.0
13,282,Baseline FQL,116.0
13,282,Improved FQL-GTA,345.0
13,283,Baseline FQL,115.0
13,283,Improved FQL-GTA,302.0
13,284,Baseline FQL,122.0
13,284,Improved FQL-GTA,324.0
13,285,Baseline FQL,127.0
13,285,Improved FQL-GTA,394.0
13,286,Baseline FQL,115.0
13,286,Improved FQL-GTA,268.0
13,287,Baseline FQL,125.0
13,287,Improved FQL-GTA,389.0
13,288,Baseline FQL,119.0
13,288,Improved FQL-GTA,348.0
13,289,Baseline FQL,120.0
13,289,Improved FQL-GTA,500.0
13,290,Baseline FQL,111.0
13,290,Improved FQL-GTA,500.0
13,291,Baseline FQL,116.0
